,experiment,algorithm,step size,loss
550,8,proximal point,1.1601553017399715,0.02225780081588144
551,8,SGD,1.1601553017399715,0.02225780078364969
552,8,proximal point,1.4497406703726314,0.022257800784872727
553,8,SGD,1.4497406703726314,0.022257800640797906
554,8,proximal point,1.8116091942004142,0.02225780073871358
555,8,SGD,1.8116091942004142,0.022257800286817838
556,8,proximal point,2.2638034095214477,0.022257800666724042
557,8,SGD,2.2638034095214477,0.02225779898374676
558,8,proximal point,2.8288694346259695,0.02225779693922428
559,8,SGD,2.8288694346259695,0.02225768661406346
560,8,proximal point,3.5349811050301057,0.02225779248863506
561,8,SGD,3.5349811050301057,0.0222549970174814
562,8,proximal point,4.417344703140069,0.022257772124669672
563,8,SGD,4.417344703140069,0.022188874763313833
564,8,proximal point,5.5199543212815705,0.022257763243554603
565,8,SGD,5.5199543212815705,0.02208035199592814
566,8,proximal point,6.8977853793876545,0.022257714677999065
567,8,SGD,6.8977853793876545,0.02130471700936614
568,8,proximal point,8.619535664753032,0.02225755137281084
569,8,SGD,8.619535664753032,0.02083752024599362
570,8,proximal point,10.77105056036769,0.02225682598686057
571,8,SGD,10.77105056036769,0.02066356729073377
572,8,proximal point,13.459603241553642,0.02225224048752669
573,8,SGD,13.459603241553642,0.02058864213647321
574,8,proximal point,16.81924324880869,0.022209674892941643
575,8,SGD,16.81924324880869,0.020551069856010143
576,8,proximal point,21.017480113324872,0.021903750350366447
577,8,SGD,21.017480113324872,0.020570390935306205
578,8,proximal point,26.26363527653333,0.021451991451050423
579,8,SGD,26.26363527653333,0.02066581986480596
580,8,proximal point,32.81927872511474,0.021147695424992424
581,8,SGD,32.81927872511474,0.02102883585923264
582,8,proximal point,41.011270705513,0.02094087607016697
583,8,SGD,41.011270705513,0.1691222282851155
584,8,proximal point,51.248058769609315,0.020813756306989187
585,8,SGD,51.248058769609315,2.76486808643997e+17
586,8,proximal point,64.04004271197276,0.020707661187312282
587,8,SGD,64.04004271197276,inf
588,8,proximal point,80.02502278161052,0.020646702132188634
589,8,SGD,80.02502278161052,
590,8,proximal point,100.0,0.02060246748967586
591,8,SGD,100.0,
592,8,proximal point,114.37171936035156,0.020622051248194165
593,8,SGD,114.37171936035156,
594,9,proximal point,0.1,0.02225779993067368
595,9,SGD,0.1,0.022257799902293117
596,9,proximal point,0.1249609141291987,0.022257798398409245
597,9,SGD,0.1249609141291987,0.022257800447855334
598,9,proximal point,0.15615230060004973,0.02225779835605164
599,9,SGD,0.15615230060004973,0.02225780044625626
600,9,proximal point,0.19512934226359632,0.02225779830208548
601,9,SGD,0.19512934226359632,0.022257800443651832
602,9,proximal point,0.24383540982688284,0.02225779823294879
603,9,SGD,0.24383540982688284,0.022257800435944775
604,9,proximal point,0.30469895709035083,0.02225779814385162
605,9,SGD,0.30469895709035083,0.022257800424943342
606,9,proximal point,0.3807546021222372,0.022257798028112955
607,9,SGD,0.3807546021222372,0.02225780040817299
608,9,proximal point,0.475794431400941,0.022257797876327253
609,9,SGD,0.475794431400941,0.022257800379014772
610,9,proximal point,0.5945570708544391,0.02225779767476913
611,9,SGD,0.5945570708544391,0.022257800335577123
612,9,proximal point,0.7429639507594948,0.022257797402962565
613,9,SGD,0.7429639507594948,0.022257800259511715
614,9,proximal point,0.9284145445194745,0.022257797029164906
615,9,SGD,0.9284145445194745,0.02225780012150335
616,9,proximal point,1.1601553017399715,0.02225779650235403
617,9,SGD,1.1601553017399715,0.022257799838060054
618,9,proximal point,1.4497406703726314,0.022257795736388957
619,9,SGD,1.4497406703726314,0.022257799251280814
620,9,proximal point,1.8116091942004142,0.022257794577812965
621,9,SGD,1.8116091942004142,0.022257797668573585
622,9,proximal point,2.2638034095214477,0.02225779273521124
623,9,SGD,2.2638034095214477,0.022257791532191915
624,9,proximal point,2.8288694346259695,0.022257800148272274
625,9,SGD,2.8288694346259695,0.02225770576888408
626,9,proximal point,3.5349811050301057,0.02225777904669803
627,9,SGD,3.5349811050301057,0.022254365076242722
628,9,proximal point,4.417344703140069,0.022257800742671068
629,9,SGD,4.417344703140069,0.022156715149216324
630,9,proximal point,5.5199543212815705,0.022257779158063807
631,9,SGD,5.5199543212815705,0.021314085377246373
632,9,proximal point,6.8977853793876545,0.02225775115063806
633,9,SGD,6.8977853793876545,0.020911003695981707
634,9,proximal point,8.619535664753032,0.022257657421652564
635,9,SGD,8.619535664753032,0.0207148606035742
636,9,proximal point,10.77105056036769,0.022257243693453978
637,9,SGD,10.77105056036769,0.020621947652669042
638,9,proximal point,13.459603241553642,0.02225464208918034
639,9,SGD,13.459603241553642,0.020571484487014822
640,9,proximal point,16.81924324880869,0.022229892827910203
641,9,SGD,16.81924324880869,0.0205556555726449
642,9,proximal point,21.017480113324872,0.02199383983370735
643,9,SGD,21.017480113324872,0.02058276455004816
644,9,proximal point,26.26363527653333,0.021524595889826314
645,9,SGD,26.26363527653333,0.020693308841850375
646,9,proximal point,32.81927872511474,0.021191926638132994
647,9,SGD,32.81927872511474,0.02120367340136654
648,9,proximal point,41.011270705513,0.020968367229089353
649,9,SGD,41.011270705513,2.6387938489006455
650,9,proximal point,51.248058769609315,0.02082616339959396
651,9,SGD,51.248058769609315,7.938572441647481e+18
652,9,proximal point,64.04004271197276,0.020718265457367484
653,9,SGD,64.04004271197276,inf
654,9,proximal point,80.02502278161052,0.020650401184341093
655,9,SGD,80.02502278161052,
656,9,proximal point,100.0,0.0206024980737235
657,9,SGD,100.0,
658,9,proximal point,114.37171936035156,0.020600564687468893
659,9,SGD,114.37171936035156,
660,10,proximal point,0.1,0.022257799475753275
661,10,SGD,0.1,0.02225779987820024
662,10,proximal point,0.1249609141291987,0.022257801000368473
663,10,SGD,0.1249609141291987,0.022257800165190203
664,10,proximal point,0.15615230060004973,0.02225780099989737
665,10,SGD,0.15615230060004973,0.022257800162205056
666,10,proximal point,0.19512934226359632,0.022257800999297372
667,10,SGD,0.19512934226359632,0.022257800156895793
668,10,proximal point,0.24383540982688284,0.022257800998533254
669,10,SGD,0.24383540982688284,0.022257800147536363
670,10,proximal point,0.30469895709035083,0.022257800997550405
671,10,SGD,0.30469895709035083,0.022257800133296222
672,10,proximal point,0.3807546021222372,0.02225780099627764
673,10,SGD,0.3807546021222372,0.022257800113836674
674,10,proximal point,0.475794431400941,0.022257800994618666
675,10,SGD,0.475794431400941,0.02225780007228659
676,10,proximal point,0.5945570708544391,0.022257800992428835
677,10,SGD,0.5945570708544391,0.02225780000573377
678,10,proximal point,0.7429639507594948,0.022257800989496666
679,10,SGD,0.7429639507594948,0.022257799890430034
680,10,proximal point,0.9284145445194745,0.022257800985502497
681,10,SGD,0.9284145445194745,0.022257799690518186
682,10,proximal point,1.1601553017399715,0.022257800979932275
683,10,SGD,1.1601553017399715,0.022257799311218514
684,10,proximal point,1.4497406703726314,0.022257800971936297
685,10,SGD,1.4497406703726314,0.02225779843275759
686,10,proximal point,1.8116091942004142,0.022257800960021498
687,10,SGD,1.8116091942004142,0.02225779602766852
688,10,proximal point,2.2638034095214477,0.02225780094139623
689,10,SGD,2.2638034095214477,0.022257786646708154
690,10,proximal point,2.8288694346259695,0.02225779405174492
691,10,SGD,2.8288694346259695,0.02225772628555769
692,10,proximal point,3.5349811050301057,0.02225779757440895
693,10,SGD,3.5349811050301057,0.0222575639570603
694,10,proximal point,4.417344703140069,0.02225780007014227
695,10,SGD,4.417344703140069,0.022257590606677695
696,10,proximal point,5.5199543212815705,0.022257770605723027
697,10,SGD,5.5199543212815705,0.02131562232533179
698,10,proximal point,6.8977853793876545,0.022257731441549414
699,10,SGD,6.8977853793876545,0.020911572924409667
700,10,proximal point,8.619535664753032,0.02225759973304438
701,10,SGD,8.619535664753032,0.02071341121931546
702,10,proximal point,10.77105056036769,0.02225701452964833
703,10,SGD,10.77105056036769,0.020622218030548537
704,10,proximal point,13.459603241553642,0.02225330923590157
705,10,SGD,13.459603241553642,0.020575175562448568
706,10,proximal point,16.81924324880869,0.022218194047870066
707,10,SGD,16.81924324880869,0.020556411930167814
708,10,proximal point,21.017480113324872,0.021935547873488108
709,10,SGD,21.017480113324872,0.02056878753590863
710,10,proximal point,26.26363527653333,0.02147337180177806
711,10,SGD,26.26363527653333,0.020685199970339452
712,10,proximal point,32.81927872511474,0.021164204863521514
713,10,SGD,32.81927872511474,0.021589959113223995
714,10,proximal point,41.011270705513,0.020947770720242998
715,10,SGD,41.011270705513,1.6443194262629763
716,10,proximal point,51.248058769609315,0.02081662378069493
717,10,SGD,51.248058769609315,1.6891718567652215e+19
718,10,proximal point,64.04004271197276,0.02071115926748367
719,10,SGD,64.04004271197276,inf
720,10,proximal point,80.02502278161052,0.020647777716853395
721,10,SGD,80.02502278161052,
722,10,proximal point,100.0,0.020602432037077876
723,10,SGD,100.0,
724,10,proximal point,114.37171936035156,0.020578676822672493
725,10,SGD,114.37171936035156,
726,11,proximal point,0.1,0.022257800936295476
727,11,SGD,0.1,0.022257801133276734
728,11,proximal point,0.1249609141291987,0.022257799940832004
729,11,SGD,0.1249609141291987,0.022257799740048177
730,11,proximal point,0.15615230060004973,0.022257800933530417
731,11,SGD,0.15615230060004973,0.02225780113324181
732,11,proximal point,0.19512934226359632,0.02225780093156347
733,11,SGD,0.19512934226359632,0.022257801133521025
734,11,proximal point,0.24383540982688284,0.022257800929048437
735,11,SGD,0.24383540982688284,0.02225780113352357
736,11,proximal point,0.30469895709035083,0.022257800925812636
737,11,SGD,0.30469895709035083,0.02225780113347246
738,11,proximal point,0.3807546021222372,0.022257800921624014
739,11,SGD,0.3807546021222372,0.022257801133275096
740,11,proximal point,0.475794431400941,0.022257800916146764
741,11,SGD,0.475794431400941,0.02225780113331293
742,11,proximal point,0.5945570708544391,0.022257800908903964
743,11,SGD,0.5945570708544391,0.022257801133097745
744,11,proximal point,0.7429639507594948,0.022257800899187156
745,11,SGD,0.7429639507594948,0.022257801132787244
746,11,proximal point,0.9284145445194745,0.02225780088590753
747,11,SGD,0.9284145445194745,0.022257801134112923
748,11,proximal point,1.1601553017399715,0.022257800867343466
749,11,SGD,1.1601553017399715,0.022257801134445435
750,11,proximal point,1.4497406703726314,0.022257800840607633
751,11,SGD,1.4497406703726314,0.022257801134446708
752,11,proximal point,1.8116091942004142,0.0222578008006373
753,11,SGD,1.8116091942004142,0.022257801135132833
754,11,proximal point,2.2638034095214477,0.022257800737973257
755,11,SGD,2.2638034095214477,0.02225780113567962
756,11,proximal point,2.8288694346259695,0.02225777984796193
757,11,SGD,2.8288694346259695,0.02225753740305263
758,11,proximal point,3.5349811050301057,0.022257797112892202
759,11,SGD,3.5349811050301057,0.02225754852826867
760,11,proximal point,4.417344703140069,0.02225778678039424
761,11,SGD,4.417344703140069,0.02207194223776678
762,11,proximal point,5.5199543212815705,0.022257782608521366
763,11,SGD,5.5199543212815705,0.02131632006290729
764,11,proximal point,6.8977853793876545,0.02225775937671545
765,11,SGD,6.8977853793876545,0.020911540005464302
766,11,proximal point,8.619535664753032,0.022257682059760284
767,11,SGD,8.619535664753032,0.020715887490477324
768,11,proximal point,10.77105056036769,0.022257343488366912
769,11,SGD,10.77105056036769,0.02062496143983444
770,11,proximal point,13.459603241553642,0.022255236659238245
771,11,SGD,13.459603241553642,0.020567474144272273
772,11,proximal point,16.81924324880869,0.02223535361884521
773,11,SGD,16.81924324880869,0.020553982114681277
774,11,proximal point,21.017480113324872,0.022028128682041886
775,11,SGD,21.017480113324872,0.020571114614175167
776,11,proximal point,26.26363527653333,0.021566902075533072
777,11,SGD,26.26363527653333,0.020676952472811535
778,11,proximal point,32.81927872511474,0.021222550441769995
779,11,SGD,32.81927872511474,0.021586140963349317
780,11,proximal point,41.011270705513,0.02099287866720401
781,11,SGD,41.011270705513,1.421777024558815
782,11,proximal point,51.248058769609315,0.020847500115236447
783,11,SGD,51.248058769609315,1.43866249505321e+19
784,11,proximal point,64.04004271197276,0.020738193268264052
785,11,SGD,64.04004271197276,inf
786,11,proximal point,80.02502278161052,0.020663227423927653
787,11,SGD,80.02502278161052,
788,11,proximal point,100.0,0.020610744521332276
789,11,SGD,100.0,
790,11,proximal point,114.37171936035156,0.020597834312164855
791,11,SGD,114.37171936035156,
792,12,proximal point,0.1,0.02225780106666855
793,12,SGD,0.1,0.02225780113394794
794,12,proximal point,0.1249609141291987,0.02225779967635346
795,12,SGD,0.1249609141291987,0.022257799404067555
796,12,proximal point,0.15615230060004973,0.022257799654853305
797,12,SGD,0.15615230060004973,0.02225779940088214
798,12,proximal point,0.19512934226359632,0.022257799627464984
799,12,SGD,0.19512934226359632,0.02225779938923333
800,12,proximal point,0.24383540982688284,0.022257799592406143
801,12,SGD,0.24383540982688284,0.02225779936921208
802,12,proximal point,0.30469895709035083,0.0222577995472558
803,12,SGD,0.30469895709035083,0.022257799336505197
804,12,proximal point,0.3807546021222372,0.022257799488662012
805,12,SGD,0.3807546021222372,0.022257799293847892
806,12,proximal point,0.475794431400941,0.022257799411880705
807,12,SGD,0.475794431400941,0.02225779921540161
808,12,proximal point,0.5945570708544391,0.022257799310088495
809,12,SGD,0.5945570708544391,0.0222577990819158
810,12,proximal point,0.7429639507594948,0.022257799173025554
811,12,SGD,0.7429639507594948,0.02225779887250392
812,12,proximal point,0.9284145445194745,0.022257798984959585
813,12,SGD,0.9284145445194745,0.02225779849548835
814,12,proximal point,1.1601553017399715,0.02225779872055742
815,12,SGD,1.1601553017399715,0.022257797741285685
816,12,proximal point,1.4497406703726314,0.022257798337342295
817,12,SGD,1.4497406703726314,0.02225779604805866
818,12,proximal point,1.8116091942004142,0.022257797759959983
819,12,SGD,1.8116091942004142,0.02225779135889861
820,12,proximal point,2.2638034095214477,0.022257796845939766
821,12,SGD,2.2638034095214477,0.022257772704954912
822,12,proximal point,2.8288694346259695,0.022257795710484193
823,12,SGD,2.8288694346259695,0.022257801090667634
824,12,proximal point,3.5349811050301057,0.0222577957014866
825,12,SGD,3.5349811050301057,0.022256470619286848
826,12,proximal point,4.417344703140069,0.02225779880015787
827,12,SGD,4.417344703140069,0.02214076555424963
828,12,proximal point,5.5199543212815705,0.022257801033662452
829,12,SGD,5.5199543212815705,0.022077228482849206
830,12,proximal point,6.8977853793876545,0.02225780098708913
831,12,SGD,6.8977853793876545,0.021282589361271313
832,12,proximal point,8.619535664753032,0.022257800816144566
833,12,SGD,8.619535664753032,0.020819217022099656
834,12,proximal point,10.77105056036769,0.022257799949356186
835,12,SGD,10.77105056036769,0.02065761266215559
836,12,proximal point,13.459603241553642,0.02225779335167441
837,12,SGD,13.459603241553642,0.020578545960457995
838,12,proximal point,16.81924324880869,0.02225770998378964
839,12,SGD,16.81924324880869,0.02055797326285974
840,12,proximal point,21.017480113324872,0.02225574046220538
841,12,SGD,21.017480113324872,0.02058462607646361
842,12,proximal point,26.26363527653333,0.022173642799795022
843,12,SGD,26.26363527653333,0.020665840952612053
844,12,proximal point,32.81927872511474,0.021667040922672288
845,12,SGD,32.81927872511474,0.02147754598416577
846,12,proximal point,41.011270705513,0.02126397204561097
847,12,SGD,41.011270705513,2.019486435897355
848,12,proximal point,51.248058769609315,0.021006595624461267
849,12,SGD,51.248058769609315,6.449918550871914e+18
850,12,proximal point,64.04004271197276,0.02084987775017038
851,12,SGD,64.04004271197276,inf
852,12,proximal point,80.02502278161052,0.02073351052205357
853,12,SGD,80.02502278161052,
854,12,proximal point,100.0,0.02065844401248399
855,12,SGD,100.0,
856,12,proximal point,114.37171936035156,0.020591542397978214
857,12,SGD,114.37171936035156,
858,13,proximal point,0.1,0.02225779704971857
859,13,SGD,0.1,0.02225779892155697
860,13,proximal point,0.1249609141291987,0.022257800857614262
861,13,SGD,0.1249609141291987,0.022257799917471677
862,13,proximal point,0.15615230060004973,0.022257800854044132
863,13,SGD,0.15615230060004973,0.022257799913508097
864,13,proximal point,0.19512934226359632,0.022257800849497345
865,13,SGD,0.19512934226359632,0.02225779990910887
866,13,proximal point,0.24383540982688284,0.02225780084368053
867,13,SGD,0.24383540982688284,0.022257799897660333
868,13,proximal point,0.30469895709035083,0.022257800836197324
869,13,SGD,0.30469895709035083,0.022257799880684978
870,13,proximal point,0.3807546021222372,0.022257800826491397
871,13,SGD,0.3807546021222372,0.022257799855010852
872,13,proximal point,0.475794431400941,0.022257800813790023
873,13,SGD,0.475794431400941,0.02225779980814059
874,13,proximal point,0.5945570708544391,0.022257800796977173
875,13,SGD,0.5945570708544391,0.02225779972622495
876,13,proximal point,0.7429639507594948,0.02225780077438667
877,13,SGD,0.7429639507594948,0.02225779959116953
878,13,proximal point,0.9284145445194745,0.02225780074344895
879,13,SGD,0.9284145445194745,0.0222577993420844
880,13,proximal point,1.1601553017399715,0.02225780070009707
881,13,SGD,1.1601553017399715,0.022257798875883236
882,13,proximal point,1.4497406703726314,0.022257800637498742
883,13,SGD,1.4497406703726314,0.02225779781319179
884,13,proximal point,1.8116091942004142,0.022257800543591888
885,13,SGD,1.8116091942004142,0.022257794950563584
886,13,proximal point,2.2638034095214477,0.02225780039576449
887,13,SGD,2.2638034095214477,0.022257783811576882
888,13,proximal point,2.8288694346259695,0.022257796971525103
889,13,SGD,2.8288694346259695,0.022257758146168455
890,13,proximal point,3.5349811050301057,0.02225777843074942
891,13,SGD,3.5349811050301057,0.022257382128553764
892,13,proximal point,4.417344703140069,0.02225779764292723
893,13,SGD,4.417344703140069,0.022151587651503178
894,13,proximal point,5.5199543212815705,0.022257734895452734
895,13,SGD,5.5199543212815705,0.02125486007542895
896,13,proximal point,6.8977853793876545,0.02225765398740422
897,13,SGD,6.8977853793876545,0.020884237628276604
898,13,proximal point,8.619535664753032,0.022257389407046555
899,13,SGD,8.619535664753032,0.02070341701276011
900,13,proximal point,10.77105056036769,0.022256253289073415
901,13,SGD,10.77105056036769,0.020619907245051583
902,13,proximal point,13.459603241553642,0.0222493825037222
903,13,SGD,13.459603241553642,0.020567261051846437
904,13,proximal point,16.81924324880869,0.02219052738618768
905,13,SGD,16.81924324880869,0.02055606651752605
906,13,proximal point,21.017480113324872,0.021854566605169434
907,13,SGD,21.017480113324872,0.020568038527457973
908,13,proximal point,26.26363527653333,0.021419261248429786
909,13,SGD,26.26363527653333,0.020681455150399417
910,13,proximal point,32.81927872511474,0.02113359745027272
911,13,SGD,32.81927872511474,0.02137862117831246
912,13,proximal point,41.011270705513,0.020937719199741543
913,13,SGD,41.011270705513,2.9196179442771726
914,13,proximal point,51.248058769609315,0.02081272055585432
915,13,SGD,51.248058769609315,8.115420740585447e+18
916,13,proximal point,64.04004271197276,0.020707908068495998
917,13,SGD,64.04004271197276,inf
918,13,proximal point,80.02502278161052,0.020647041575790632
919,13,SGD,80.02502278161052,
920,13,proximal point,100.0,0.020602157703284923
921,13,SGD,100.0,
922,13,proximal point,114.37171936035156,0.020584169301683487
923,13,SGD,114.37171936035156,
924,14,proximal point,0.1,0.02225779932547301
925,14,SGD,0.1,0.022257800064288312
926,14,proximal point,0.1249609141291987,0.02225780071597182
927,14,SGD,0.1249609141291987,0.022257800205973764
928,14,proximal point,0.15615230060004973,0.022257800710442085
929,14,SGD,0.15615230060004973,0.02225780020211896
930,14,proximal point,0.19512934226359632,0.02225780070340728
931,14,SGD,0.19512934226359632,0.02225780019631529
932,14,proximal point,0.24383540982688284,0.022257800694411044
933,14,SGD,0.24383540982688284,0.02225780018596215
934,14,proximal point,0.30469895709035083,0.022257800682844255
935,14,SGD,0.30469895709035083,0.0222578001718035
936,14,proximal point,0.3807546021222372,0.02225780066785459
937,14,SGD,0.3807546021222372,0.022257800149640752
938,14,proximal point,0.475794431400941,0.02225780064826379
939,14,SGD,0.475794431400941,0.022257800117522493
940,14,proximal point,0.5945570708544391,0.02225780062235471
941,14,SGD,0.5945570708544391,0.022257800043236967
942,14,proximal point,0.7429639507594948,0.022257800587592653
943,14,SGD,0.7429639507594948,0.02225779993010001
944,14,proximal point,0.9284145445194745,0.022257800540093717
945,14,SGD,0.9284145445194745,0.022257799718681782
946,14,proximal point,1.1601553017399715,0.022257800473676145
947,14,SGD,1.1601553017399715,0.02225779928902393
948,14,proximal point,1.4497406703726314,0.022257800378061812
949,14,SGD,1.4497406703726314,0.02225779840167688
950,14,proximal point,1.8116091942004142,0.022257800235206626
951,14,SGD,1.8116091942004142,0.022257795983598044
952,14,proximal point,2.2638034095214477,0.02225780001145901
953,14,SGD,2.2638034095214477,0.022257786449902416
954,14,proximal point,2.8288694346259695,0.02225779929431241
955,14,SGD,2.8288694346259695,0.022257799237772633
956,14,proximal point,3.5349811050301057,0.022257786364771458
957,14,SGD,3.5349811050301057,0.022257779180313263
958,14,proximal point,4.417344703140069,0.022257795287418763
959,14,SGD,4.417344703140069,0.022233722545195452
960,14,proximal point,5.5199543212815705,0.022257769126071223
961,14,SGD,5.5199543212815705,0.021376569894251223
962,14,proximal point,6.8977853793876545,0.022257728628972122
963,14,SGD,6.8977853793876545,0.020939984235301745
964,14,proximal point,8.619535664753032,0.022257592995433378
965,14,SGD,8.619535664753032,0.020736555940214747
966,14,proximal point,10.77105056036769,0.0222569915483709
967,14,SGD,10.77105056036769,0.02063550954937091
968,14,proximal point,13.459603241553642,0.022253178530801734
969,14,SGD,13.459603241553642,0.020572265402789343
970,14,proximal point,16.81924324880869,0.022216908420901647
971,14,SGD,16.81924324880869,0.020555472464021295
972,14,proximal point,21.017480113324872,0.02192945637305505
973,14,SGD,21.017480113324872,0.020569324419251644
974,14,proximal point,26.26363527653333,0.021466228646207182
975,14,SGD,26.26363527653333,0.02065812292767805
976,14,proximal point,32.81927872511474,0.021155587750869124
977,14,SGD,32.81927872511474,0.021315532959943814
978,14,proximal point,41.011270705513,0.020941699524529782
979,14,SGD,41.011270705513,1.533200027082583
980,14,proximal point,51.248058769609315,0.02081201642161285
981,14,SGD,51.248058769609315,4.684859165708551e+18
982,14,proximal point,64.04004271197276,0.020704790504922153
983,14,SGD,64.04004271197276,inf
984,14,proximal point,80.02502278161052,0.020641453559258865
985,14,SGD,80.02502278161052,
986,14,proximal point,100.0,0.02059607315616404
987,14,SGD,100.0,
988,14,proximal point,114.37171936035156,0.020578176474817717
989,14,SGD,114.37171936035156,
990,15,proximal point,0.1,0.022257799289426995
991,15,SGD,0.1,0.022257800943880465
992,15,proximal point,0.1249609141291987,0.022257800509514324
993,15,SGD,0.1249609141291987,0.022257800998468157
994,15,proximal point,0.15615230060004973,0.02225780050053112
995,15,SGD,0.15615230060004973,0.022257800997518097
996,15,proximal point,0.19512934226359632,0.02225780048909396
997,15,SGD,0.19512934226359632,0.022257800997259436
998,15,proximal point,0.24383540982688284,0.022257800474461582
999,15,SGD,0.24383540982688284,0.022257800993174898
1000,15,proximal point,0.30469895709035083,0.02225780045562918
1001,15,SGD,0.30469895709035083,0.022257800990583564
1002,15,proximal point,0.3807546021222372,0.022257800431203446
1003,15,SGD,0.3807546021222372,0.02225780098723826
1004,15,proximal point,0.475794431400941,0.022257800399214735
1005,15,SGD,0.475794431400941,0.022257800982831394
1006,15,proximal point,0.5945570708544391,0.02225780035685389
1007,15,SGD,0.5945570708544391,0.02225780097130937
1008,15,proximal point,0.7429639507594948,0.022257800299891287
1009,15,SGD,0.7429639507594948,0.022257800952299112
1010,15,proximal point,0.9284145445194745,0.022257800221852912
1011,15,SGD,0.9284145445194745,0.022257800925940138
1012,15,proximal point,1.1601553017399715,0.022257800112371207
1013,15,SGD,1.1601553017399715,0.022257800859550845
1014,15,proximal point,1.4497406703726314,0.022257799954099648
1015,15,SGD,1.4497406703726314,0.022257800732970463
1016,15,proximal point,1.8116091942004142,0.02225779971642871
1017,15,SGD,1.8116091942004142,0.02225780037395143
1018,15,proximal point,2.2638034095214477,0.022257799341817736
1019,15,SGD,2.2638034095214477,0.02225779888914367
1020,15,proximal point,2.8288694346259695,0.022257794913134805
1021,15,SGD,2.8288694346259695,0.022257694501248808
1022,15,proximal point,3.5349811050301057,0.022257792583427145
1023,15,SGD,3.5349811050301057,0.022257664066369035
1024,15,proximal point,4.417344703140069,0.02225774924688749
1025,15,SGD,4.417344703140069,0.022028033449958094
1026,15,proximal point,5.5199543212815705,0.022257768338349075
1027,15,SGD,5.5199543212815705,0.02160964942576884
1028,15,proximal point,6.8977853793876545,0.022257726892800984
1029,15,SGD,6.8977853793876545,0.021044510262731818
1030,15,proximal point,8.619535664753032,0.02225758866459664
1031,15,SGD,8.619535664753032,0.020796205299179565
1032,15,proximal point,10.77105056036769,0.022256980752279828
1033,15,SGD,10.77105056036769,0.020653104876587166
1034,15,proximal point,13.459603241553642,0.0222531825537396
1035,15,SGD,13.459603241553642,0.020586333121766803
1036,15,proximal point,16.81924324880869,0.022217843516494622
1037,15,SGD,16.81924324880869,0.020561589027603622
1038,15,proximal point,21.017480113324872,0.021937992573128937
1039,15,SGD,21.017480113324872,0.020584076207253384
1040,15,proximal point,26.26363527653333,0.021478855277817288
1041,15,SGD,26.26363527653333,0.02067559943307715
1042,15,proximal point,32.81927872511474,0.02117034994749572
1043,15,SGD,32.81927872511474,0.021044788483513547
1044,15,proximal point,41.011270705513,0.02095649412227251
1045,15,SGD,41.011270705513,0.032174989237192496
1046,15,proximal point,51.248058769609315,0.020823761379233027
1047,15,SGD,51.248058769609315,5561246308785370.0
1048,15,proximal point,64.04004271197276,0.02071914966367628
1049,15,SGD,64.04004271197276,inf
1050,15,proximal point,80.02502278161052,0.020652669942868518
1051,15,SGD,80.02502278161052,
1052,15,proximal point,100.0,0.02060452801644076
1053,15,SGD,100.0,
1054,15,proximal point,114.37171936035156,0.02057985141207738
1055,15,SGD,114.37171936035156,
1056,16,proximal point,0.1,0.022257795878319664
1057,16,SGD,0.1,0.022257797828381807
1058,16,proximal point,0.1249609141291987,0.022257800374199603
1059,16,SGD,0.1249609141291987,0.022257800956491155
1060,16,proximal point,0.15615230060004973,0.022257795735978397
1061,16,SGD,0.15615230060004973,0.0222577978057956
1062,16,proximal point,0.19512934226359632,0.02225779563456952
1063,16,SGD,0.19512934226359632,0.022257797793877945
1064,16,proximal point,0.24383540982688284,0.022257795504840746
1065,16,SGD,0.24383540982688284,0.022257797758359083
1066,16,proximal point,0.30469895709035083,0.022257795337815012
1067,16,SGD,0.30469895709035083,0.022257797702636164
1068,16,proximal point,0.3807546021222372,0.0222577951211811
1069,16,SGD,0.3807546021222372,0.022257797612344803
1070,16,proximal point,0.475794431400941,0.02225779483754067
1071,16,SGD,0.475794431400941,0.022257797476860106
1072,16,proximal point,0.5945570708544391,0.022257794461729586
1073,16,SGD,0.5945570708544391,0.0222577972413148
1074,16,proximal point,0.7429639507594948,0.02225779395629682
1075,16,SGD,0.7429639507594948,0.022257796843822508
1076,16,proximal point,0.9284145445194745,0.022257793263643882
1077,16,SGD,0.9284145445194745,0.02225779617551234
1078,16,proximal point,1.1601553017399715,0.022257792291558536
1079,16,SGD,1.1601553017399715,0.022257794823598125
1080,16,proximal point,1.4497406703726314,0.022257790885672323
1081,16,SGD,1.4497406703726314,0.022257791851975163
1082,16,proximal point,1.8116091942004142,0.02225778877316029
1083,16,SGD,1.8116091942004142,0.02225778377575134
1084,16,proximal point,2.2638034095214477,0.022257785440806505
1085,16,SGD,2.2638034095214477,0.02225775260729515
1086,16,proximal point,2.8288694346259695,0.022257799851792614
1087,16,SGD,2.8288694346259695,0.022257697493944035
1088,16,proximal point,3.5349811050301057,0.02225779709361631
1089,16,SGD,3.5349811050301057,0.02225774629925745
1090,16,proximal point,4.417344703140069,0.02225779456628363
1091,16,SGD,4.417344703140069,0.022232427714734694
1092,16,proximal point,5.5199543212815705,0.022257798728163546
1093,16,SGD,5.5199543212815705,0.02121170586550161
1094,16,proximal point,6.8977853793876545,0.022257773037008148
1095,16,SGD,6.8977853793876545,0.020981037551503868
1096,16,proximal point,8.619535664753032,0.02225772057737783
