,repetition,step size,batch size,type,algorithm,loss
2785,7,0.8531678318977356,8,Logistic regression,gradient,0.024833015902433545
2786,7,0.8531678318977356,16,Logistic regression,proximal point,0.014209642448276282
2787,7,0.8531678318977356,16,Logistic regression,gradient,0.01417457085326314
2788,7,0.8531678318977356,32,Logistic regression,proximal point,0.007954781420528889
2789,7,0.8531678318977356,32,Logistic regression,gradient,0.007960461381077767
2790,7,1.1721023321151733,8,Logistic regression,proximal point,0.023385639468766747
2791,7,1.1721023321151733,8,Logistic regression,gradient,0.020343756212340667
2792,7,1.1721023321151733,16,Logistic regression,proximal point,0.0129519991081208
2793,7,1.1721023321151733,16,Logistic regression,gradient,0.011188577202335
2794,7,1.1721023321151733,32,Logistic regression,proximal point,0.0071823371976614
2795,7,1.1721023321151733,32,Logistic regression,gradient,0.006297261238098145
2796,7,1.6102620363235474,8,Logistic regression,proximal point,0.02133808291675523
2797,7,1.6102620363235474,8,Logistic regression,gradient,0.017823887977964477
2798,7,1.6102620363235474,16,Logistic regression,proximal point,0.011870420852676034
2799,7,1.6102620363235474,16,Logistic regression,gradient,0.009416043865308166
2800,7,1.6102620363235474,32,Logistic regression,proximal point,0.006565507984906435
2801,7,1.6102620363235474,32,Logistic regression,gradient,0.005149561190605163
2802,7,2.212216377258301,8,Logistic regression,proximal point,0.020114245761942585
2803,7,2.212216377258301,8,Logistic regression,gradient,0.02204641070083955
2804,7,2.212216377258301,16,Logistic regression,proximal point,0.010858938243985176
2805,7,2.212216377258301,16,Logistic regression,gradient,0.008805187486833893
2806,7,2.212216377258301,32,Logistic regression,proximal point,0.006009918169304729
2807,7,2.212216377258301,32,Logistic regression,gradient,0.004141806563735008
2808,7,3.0391952991485596,8,Logistic regression,proximal point,0.018938234665361233
2809,7,3.0391952991485596,8,Logistic regression,gradient,0.03258452659709167
2810,7,3.0391952991485596,16,Logistic regression,proximal point,0.010100418911501765
2811,7,3.0391952991485596,16,Logistic regression,gradient,0.012077587870063326
2812,7,3.0391952991485596,32,Logistic regression,proximal point,0.005475323406234384
2813,7,3.0391952991485596,32,Logistic regression,gradient,0.0043654507618863135
2814,7,4.175318717956543,8,Logistic regression,proximal point,0.017860895361320583
2815,7,4.175318717956543,8,Logistic regression,gradient,0.056864272349109866
2816,7,4.175318717956543,16,Logistic regression,proximal point,0.009466883070208132
2817,7,4.175318717956543,16,Logistic regression,gradient,0.020620095871595728
2818,7,4.175318717956543,32,Logistic regression,proximal point,0.0051138735815882685
2819,7,4.175318717956543,32,Logistic regression,gradient,0.005906459522480145
2820,7,5.736152648925781,8,Logistic regression,proximal point,0.017070018560159952
2821,7,5.736152648925781,8,Logistic regression,gradient,0.10450307300098409
2822,7,5.736152648925781,16,Logistic regression,proximal point,0.009132114596199245
2823,7,5.736152648925781,16,Logistic regression,gradient,0.033844226090455384
2824,7,5.736152648925781,32,Logistic regression,proximal point,0.0048297486398369074
2825,7,5.736152648925781,32,Logistic regression,gradient,0.011868355631890199
2826,7,7.880462646484375,8,Logistic regression,proximal point,0.016845965276900826
2827,7,7.880462646484375,8,Logistic regression,gradient,0.20224853137730636
2828,7,7.880462646484375,16,Logistic regression,proximal point,0.008334214854892344
2829,7,7.880462646484375,16,Logistic regression,gradient,0.0679429079678041
2830,7,7.880462646484375,32,Logistic regression,proximal point,0.004494784389063716
2831,7,7.880462646484375,32,Logistic regression,gradient,0.02218965095634069
2832,7,10.826367378234863,8,Logistic regression,proximal point,0.01609705726090906
2833,7,10.826367378234863,8,Logistic regression,gradient,0.37510063263772697
2834,7,10.826367378234863,16,Logistic regression,proximal point,0.008476064935699105
2835,7,10.826367378234863,16,Logistic regression,gradient,0.12643434049163219
2836,7,10.826367378234863,32,Logistic regression,proximal point,0.00436436317935586
2837,7,10.826367378234863,32,Logistic regression,gradient,0.04378558688362028
2838,7,14.873520851135254,8,Logistic regression,proximal point,0.01626030827655759
2839,7,14.873520851135254,8,Logistic regression,gradient,0.7299828197279601
2840,7,14.873520851135254,16,Logistic regression,proximal point,0.007785716443113051
2841,7,14.873520851135254,16,Logistic regression,gradient,0.2415800884900426
2842,7,14.873520851135254,32,Logistic regression,proximal point,0.004119868076778948
2843,7,14.873520851135254,32,Logistic regression,gradient,0.08436531201481898
2844,7,20.433597564697266,8,Logistic regression,proximal point,0.01574378978701427
2845,7,20.433597564697266,8,Logistic regression,gradient,1.3506176247150496
2846,7,20.433597564697266,16,Logistic regression,proximal point,0.008196409917995334
2847,7,20.433597564697266,16,Logistic regression,gradient,0.44663597014488987
2848,7,20.433597564697266,32,Logistic regression,proximal point,0.004111355796083808
2849,7,20.433597564697266,32,Logistic regression,gradient,0.15751757678713948
2850,7,28.072162628173828,8,Logistic regression,proximal point,0.016225588085231446
2851,7,28.072162628173828,8,Logistic regression,gradient,2.636945803491899
2852,7,28.072162628173828,16,Logistic regression,proximal point,0.007550773149926681
2853,7,28.072162628173828,16,Logistic regression,gradient,0.8680559869337443
2854,7,28.072162628173828,32,Logistic regression,proximal point,0.003931369815394282
2855,7,28.072162628173828,32,Logistic regression,gradient,0.3017116630143456
2856,7,38.56620407104492,8,Logistic regression,proximal point,0.015524212605787943
2857,7,38.56620407104492,8,Logistic regression,gradient,5.429351879712046
2858,7,38.56620407104492,16,Logistic regression,proximal point,0.007885202057694551
2859,7,38.56620407104492,16,Logistic regression,gradient,1.7755459250668078
2860,7,38.56620407104492,32,Logistic regression,proximal point,0.004000045590847731
2861,7,38.56620407104492,32,Logistic regression,gradient,0.515031137933858
2862,7,52.98316955566406,8,Logistic regression,proximal point,0.015600758825080992
2863,7,52.98316955566406,8,Logistic regression,gradient,8.92993190692499
2864,7,52.98316955566406,16,Logistic regression,proximal point,0.008211940854880959
2865,7,52.98316955566406,16,Logistic regression,gradient,3.2931036245664598
2866,7,52.98316955566406,32,Logistic regression,proximal point,0.00396237414192874
2867,7,52.98316955566406,32,Logistic regression,gradient,1.0134661543996306
2868,7,72.78953552246094,8,Logistic regression,proximal point,0.015978424655040114
2869,7,72.78953552246094,8,Logistic regression,gradient,19.013730857695638
2870,7,72.78953552246094,16,Logistic regression,proximal point,0.008043409502925352
2871,7,72.78953552246094,16,Logistic regression,gradient,6.2947751225478115
2872,7,72.78953552246094,32,Logistic regression,proximal point,0.004032482470665127
2873,7,72.78953552246094,32,Logistic regression,gradient,1.909716815409397
2874,7,100.0,8,Logistic regression,proximal point,0.01613435818862745
2875,7,100.0,8,Logistic regression,gradient,32.348936178370145
2876,7,100.0,16,Logistic regression,proximal point,0.008520946988509968
2877,7,100.0,16,Logistic regression,gradient,11.82133813407775
2878,7,100.0,32,Logistic regression,proximal point,0.004041935460770037
2879,7,100.0,32,Logistic regression,gradient,3.6315006687185902
2880,8,0.009999999776482582,8,Least squares,proximal point,23.650687558174134
2881,8,0.009999999776482582,8,Least squares,gradient,53.62836733703613
2882,8,0.009999999776482582,16,Least squares,proximal point,14.991814123535157
2883,8,0.009999999776482582,16,Least squares,gradient,26.893644259643555
2884,8,0.009999999776482582,32,Least squares,proximal point,8.812934363555907
2885,8,0.009999999776482582,32,Least squares,gradient,13.492243751525878
2886,8,0.013738238252699375,8,Least squares,proximal point,18.635314172649384
2887,8,0.013738238252699375,8,Least squares,gradient,53.21214024391174
2888,8,0.013738238252699375,16,Least squares,proximal point,11.919802648544312
2889,8,0.013738238252699375,16,Least squares,gradient,26.73131231689453
2890,8,0.013738238252699375,32,Least squares,proximal point,7.726060034179688
2891,8,0.013738238252699375,32,Least squares,gradient,13.439987939453125
2892,8,0.018873918801546097,8,Least squares,proximal point,12.421735026025772
2893,8,0.018873918801546097,8,Least squares,gradient,52.338821983337404
2894,8,0.018873918801546097,16,Least squares,proximal point,9.451401860427856
2895,8,0.018873918801546097,16,Least squares,gradient,26.454498822021485
2896,8,0.018873918801546097,32,Least squares,proximal point,6.257193159866333
2897,8,0.018873918801546097,32,Least squares,gradient,13.32879340057373
2898,8,0.025929437950253487,8,Least squares,proximal point,8.892189193820954
2899,8,0.025929437950253487,8,Least squares,gradient,50.92426487121582
2900,8,0.025929437950253487,16,Least squares,proximal point,6.665924518203735
2901,8,0.025929437950253487,16,Least squares,gradient,25.916133213043214
2902,8,0.025929437950253487,32,Least squares,proximal point,4.690548483848572
2903,8,0.025929437950253487,32,Least squares,gradient,13.15728196105957
2904,8,0.035622477531433105,8,Least squares,proximal point,5.672376372218132
2905,8,0.035622477531433105,8,Least squares,gradient,48.13828315124512
2906,8,0.035622477531433105,16,Least squares,proximal point,4.676595251846313
2907,8,0.035622477531433105,16,Least squares,gradient,24.976687620544432
2908,8,0.035622477531433105,32,Least squares,proximal point,3.497725799560547
2909,8,0.035622477531433105,32,Least squares,gradient,12.805093157958984
2910,8,0.04893900826573372,8,Least squares,proximal point,3.8535206956014036
2911,8,0.04893900826573372,8,Least squares,gradient,43.70396414852142
2912,8,0.04893900826573372,16,Least squares,proximal point,2.8710952110767365
2913,8,0.04893900826573372,16,Least squares,gradient,23.159585930633543
2914,8,0.04893900826573372,32,Least squares,proximal point,2.5163651010513304
2915,8,0.04893900826573372,32,Least squares,gradient,12.180044508361817
2916,8,0.06723357737064362,8,Least squares,proximal point,2.3775773361690344
2917,8,0.06723357737064362,8,Least squares,gradient,35.976049989700314
2918,8,0.06723357737064362,16,Least squares,proximal point,1.8502287849336863
2919,8,0.06723357737064362,16,Least squares,gradient,20.25623508758545
2920,8,0.06723357737064362,32,Least squares,proximal point,1.638100169634819
2921,8,0.06723357737064362,32,Least squares,gradient,11.114788467407227
2922,8,0.09236708283424377,8,Least squares,proximal point,1.5980291305332444
2923,8,0.09236708283424377,8,Least squares,gradient,25.646242867279053
2924,8,0.09236708283424377,16,Least squares,proximal point,1.2035692338585853
2925,8,0.09236708283424377,16,Least squares,gradient,15.905238638687134
2926,8,0.09236708283424377,32,Least squares,proximal point,1.0413746567547322
2927,8,0.09236708283424377,32,Least squares,gradient,9.353446213531495
2928,8,0.12689609825611115,8,Least squares,proximal point,1.1707014752508607
2929,8,0.12689609825611115,8,Least squares,gradient,14.483173308467865
2930,8,0.12689609825611115,16,Least squares,proximal point,0.9215397984149866
2931,8,0.12689609825611115,16,Least squares,gradient,10.275176198577881
2932,8,0.12689609825611115,32,Least squares,proximal point,0.687899692761153
2933,8,0.12689609825611115,32,Least squares,gradient,6.902426809692383
2934,8,0.1743328869342804,8,Least squares,proximal point,1.0063527559547918
2935,8,0.1743328869342804,8,Least squares,gradient,6.709555753827095
2936,8,0.1743328869342804,16,Least squares,proximal point,0.6249792808345519
2937,8,0.1743328869342804,16,Least squares,gradient,5.1499431070804595
2938,8,0.1743328869342804,32,Least squares,proximal point,0.471232744615525
2939,8,0.1743328869342804,32,Least squares,gradient,4.039955841827393
2940,8,0.2395026683807373,8,Least squares,proximal point,0.8085874334319495
2941,8,0.2395026683807373,8,Least squares,gradient,2.1893234410881997
2942,8,0.2395026683807373,16,Least squares,proximal point,0.49227782096322625
2943,8,0.2395026683807373,16,Least squares,gradient,1.97520794377923
2944,8,0.2395026683807373,32,Least squares,proximal point,0.35847263286197556
2945,8,0.2395026683807373,32,Least squares,gradient,1.8100001459121704
2946,8,0.3290344476699829,8,Least squares,proximal point,0.6957088451560237
2947,8,0.3290344476699829,8,Least squares,gradient,1.1322138594064395
2948,8,0.3290344476699829,16,Least squares,proximal point,0.40139012921676037
2949,8,0.3290344476699829,16,Least squares,gradient,0.7893115266096778
2950,8,0.3290344476699829,32,Least squares,proximal point,0.28332216764022594
2951,8,0.3290344476699829,32,Least squares,gradient,0.6747988042891025
2952,8,0.4520353674888611,8,Least squares,proximal point,0.6467773881815956
2953,8,0.4520353674888611,8,Least squares,gradient,0.9225646521441871
2954,8,0.4520353674888611,16,Least squares,proximal point,0.3546894635675009
2955,8,0.4520353674888611,16,Least squares,gradient,0.4717333174705971
2956,8,0.4520353674888611,32,Least squares,proximal point,0.22872134192325175
2957,8,0.4520353674888611,32,Least squares,gradient,0.2923987189383246
2958,8,0.6210169196128845,8,Least squares,proximal point,0.5958971814437304
2959,8,0.6210169196128845,8,Least squares,gradient,5.407667059726536
2960,8,0.6210169196128845,16,Least squares,proximal point,0.3195704330386128
2961,8,0.6210169196128845,16,Least squares,gradient,0.5429256085404195
2962,8,0.6210169196128845,32,Least squares,proximal point,0.20595619112565183
2963,8,0.6210169196128845,32,Least squares,gradient,0.2495979489400983
2964,8,0.8531678318977356,8,Least squares,proximal point,0.5800457651844947
2965,8,0.8531678318977356,8,Least squares,gradient,5616.458513938129
2966,8,0.8531678318977356,16,Least squares,proximal point,0.31822422296050934
2967,8,0.8531678318977356,16,Least squares,gradient,8.827366374353366
2968,8,0.8531678318977356,32,Least squares,proximal point,0.17455846150955184
2969,8,0.8531678318977356,32,Least squares,gradient,0.4369640667042695
2970,8,1.1721023321151733,8,Least squares,proximal point,0.5924371470381913
2971,8,1.1721023321151733,8,Least squares,gradient,6956321475527.947
2972,8,1.1721023321151733,16,Least squares,proximal point,0.2876910878821742
2973,8,1.1721023321151733,16,Least squares,gradient,120442.42818883611
2974,8,1.1721023321151733,32,Least squares,proximal point,0.16811182286199183
2975,8,1.1721023321151733,32,Least squares,gradient,33.097270439873355
2976,8,1.6102620363235474,8,Least squares,proximal point,0.5742498735030415
2977,8,1.6102620363235474,8,Least squares,gradient,inf
2978,8,1.6102620363235474,16,Least squares,proximal point,0.27878132635988295
2979,8,1.6102620363235474,16,Least squares,gradient,2.2061265651076862e+21
2980,8,1.6102620363235474,32,Least squares,proximal point,0.14735182635104283
2981,8,1.6102620363235474,32,Least squares,gradient,272433228.7446866
2982,8,2.212216377258301,8,Least squares,proximal point,0.510096490497794
2983,8,2.212216377258301,8,Least squares,gradient,
2984,8,2.212216377258301,16,Least squares,proximal point,0.29542923237909563
2985,8,2.212216377258301,16,Least squares,gradient,
2986,8,2.212216377258301,32,Least squares,proximal point,0.14555158992726355
2987,8,2.212216377258301,32,Least squares,gradient,1.5508477177275214e+32
2988,8,3.0391952991485596,8,Least squares,proximal point,0.55208794185773
2989,8,3.0391952991485596,8,Least squares,gradient,
2990,8,3.0391952991485596,16,Least squares,proximal point,0.2670271390809212
2991,8,3.0391952991485596,16,Least squares,gradient,
2992,8,3.0391952991485596,32,Least squares,proximal point,0.14053580178134142
2993,8,3.0391952991485596,32,Least squares,gradient,
2994,8,4.175318717956543,8,Least squares,proximal point,0.5375978600902949
2995,8,4.175318717956543,8,Least squares,gradient,
2996,8,4.175318717956543,16,Least squares,proximal point,0.2727247556303628
2997,8,4.175318717956543,16,Least squares,gradient,
2998,8,4.175318717956543,32,Least squares,proximal point,0.15013292311672122
2999,8,4.175318717956543,32,Least squares,gradient,
3000,8,5.736152648925781,8,Least squares,proximal point,0.5605145150609547
3001,8,5.736152648925781,8,Least squares,gradient,
3002,8,5.736152648925781,16,Least squares,proximal point,0.2773276046134066
3003,8,5.736152648925781,16,Least squares,gradient,
3004,8,5.736152648925781,32,Least squares,proximal point,0.13550111754667013
3005,8,5.736152648925781,32,Least squares,gradient,
3006,8,7.880462646484375,8,Least squares,proximal point,0.5108121207579738
3007,8,7.880462646484375,8,Least squares,gradient,
3008,8,7.880462646484375,16,Least squares,proximal point,0.25473837897796187
3009,8,7.880462646484375,16,Least squares,gradient,
3010,8,7.880462646484375,32,Least squares,proximal point,0.1252346163837239
3011,8,7.880462646484375,32,Least squares,gradient,
3012,8,10.826367378234863,8,Least squares,proximal point,0.5500608083404135
3013,8,10.826367378234863,8,Least squares,gradient,
3014,8,10.826367378234863,16,Least squares,proximal point,0.26404400883847845
3015,8,10.826367378234863,16,Least squares,gradient,
3016,8,10.826367378234863,32,Least squares,proximal point,0.13484609137549997
3017,8,10.826367378234863,32,Least squares,gradient,
3018,8,14.873520851135254,8,Least squares,proximal point,0.536669939723867
3019,8,14.873520851135254,8,Least squares,gradient,
3020,8,14.873520851135254,16,Least squares,proximal point,0.2723450574139133
3021,8,14.873520851135254,16,Least squares,gradient,
3022,8,14.873520851135254,32,Least squares,proximal point,0.14524579271031543
3023,8,14.873520851135254,32,Least squares,gradient,
3024,8,20.433597564697266,8,Least squares,proximal point,0.5603754963339772
3025,8,20.433597564697266,8,Least squares,gradient,
3026,8,20.433597564697266,16,Least squares,proximal point,0.2754111746993382
3027,8,20.433597564697266,16,Least squares,gradient,
3028,8,20.433597564697266,32,Least squares,proximal point,0.132561358753033
3029,8,20.433597564697266,32,Least squares,gradient,
3030,8,28.072162628173828,8,Least squares,proximal point,0.5106795641735895
3031,8,28.072162628173828,8,Least squares,gradient,
3032,8,28.072162628173828,16,Least squares,proximal point,0.25446388697559014
3033,8,28.072162628173828,16,Least squares,gradient,
3034,8,28.072162628173828,32,Least squares,proximal point,0.12396469523180276
3035,8,28.072162628173828,32,Least squares,gradient,
3036,8,38.56620407104492,8,Least squares,proximal point,0.5606157583385473
3037,8,38.56620407104492,8,Least squares,gradient,
3038,8,38.56620407104492,16,Least squares,proximal point,0.27527443991918116
3039,8,38.56620407104492,16,Least squares,gradient,
3040,8,38.56620407104492,32,Least squares,proximal point,0.13231673179343342
3041,8,38.56620407104492,32,Least squares,gradient,
3042,8,52.98316955566406,8,Least squares,proximal point,0.5108041814662516
3043,8,52.98316955566406,8,Least squares,gradient,
3044,8,52.98316955566406,16,Least squares,proximal point,0.25457954396363347
3045,8,52.98316955566406,16,Least squares,gradient,
3046,8,52.98316955566406,32,Least squares,proximal point,0.12398929942026735
3047,8,52.98316955566406,32,Least squares,gradient,
3048,8,72.78953552246094,8,Least squares,proximal point,0.5196256221729796
3049,8,72.78953552246094,8,Least squares,gradient,
3050,8,72.78953552246094,16,Least squares,proximal point,0.2976820013491437
3051,8,72.78953552246094,16,Least squares,gradient,
3052,8,72.78953552246094,32,Least squares,proximal point,0.12817327656149866
3053,8,72.78953552246094,32,Least squares,gradient,
3054,8,100.0,8,Least squares,proximal point,0.5409899826098699
3055,8,100.0,8,Least squares,gradient,
3056,8,100.0,16,Least squares,proximal point,0.26682665358381347
3057,8,100.0,16,Least squares,gradient,
3058,8,100.0,32,Least squares,proximal point,0.12987417856529354
3059,8,100.0,32,Least squares,gradient,
3060,8,0.009999999776482582,8,Logistic regression,proximal point,0.07866134450435638
3061,8,0.009999999776482582,8,Logistic regression,gradient,0.08655101316571236
3062,8,0.009999999776482582,16,Logistic regression,proximal point,0.040445719283819195
3063,8,0.009999999776482582,16,Logistic regression,gradient,0.043290071791410444
3064,8,0.009999999776482582,32,Logistic regression,proximal point,0.020662116187810897
3065,8,0.009999999776482582,32,Logistic regression,gradient,0.021684401834011078
3066,8,0.013738238252699375,8,Logistic regression,proximal point,0.07628913381695747
3067,8,0.013738238252699375,8,Logistic regression,gradient,0.08647258574366569
3068,8,0.013738238252699375,16,Logistic regression,proximal point,0.03948221365213394
3069,8,0.013738238252699375,16,Logistic regression,gradient,0.04326184413433075
3070,8,0.013738238252699375,32,Logistic regression,proximal point,0.02027747311592102
3071,8,0.013738238252699375,32,Logistic regression,gradient,0.02167478312253952
3072,8,0.018873918801546097,8,Logistic regression,proximal point,0.07333054939210415
3073,8,0.018873918801546097,8,Logistic regression,gradient,0.08631698054671287
3074,8,0.018873918801546097,16,Logistic regression,proximal point,0.038255747628211975
3075,8,0.018873918801546097,16,Logistic regression,gradient,0.043209191566705704
3076,8,0.018873918801546097,32,Logistic regression,proximal point,0.01984900067448616
3077,8,0.018873918801546097,32,Logistic regression,gradient,0.021655952298641205
3078,8,0.025929437950253487,8,Logistic regression,proximal point,0.06996664816141128
3079,8,0.025929437950253487,8,Logistic regression,gradient,0.0860405591905117
3080,8,0.025929437950253487,16,Logistic regression,proximal point,0.03685199168622494
3081,8,0.025929437950253487,16,Logistic regression,gradient,0.04311388979554176
3082,8,0.025929437950253487,32,Logistic regression,proximal point,0.019297086942195892
3083,8,0.025929437950253487,32,Logistic regression,gradient,0.02162159504890442
3084,8,0.035622477531433105,8,Logistic regression,proximal point,0.06562950802743435
3085,8,0.035622477531433105,8,Logistic regression,gradient,0.08551272456645966
3086,8,0.035622477531433105,16,Logistic regression,proximal point,0.03502126338779926
3087,8,0.035622477531433105,16,Logistic regression,gradient,0.04292000739574432
3088,8,0.035622477531433105,32,Logistic regression,proximal point,0.01856656301021576
3089,8,0.035622477531433105,32,Logistic regression,gradient,0.021556615281105043
3090,8,0.04893900826573372,8,Logistic regression,proximal point,0.06095760436952114
3091,8,0.04893900826573372,8,Logistic regression,gradient,0.08455320207476616
3092,8,0.04893900826573372,16,Logistic regression,proximal point,0.03309489096105099
3093,8,0.04893900826573372,16,Logistic regression,gradient,0.042579872989654544
3094,8,0.04893900826573372,32,Logistic regression,proximal point,0.01774016796350479
3095,8,0.04893900826573372,32,Logistic regression,gradient,0.021434822613000868
3096,8,0.06723357737064362,8,Logistic regression,proximal point,0.05632395060956478
3097,8,0.06723357737064362,8,Logistic regression,gradient,0.08272442412376403
3098,8,0.06723357737064362,16,Logistic regression,proximal point,0.030663046762347223
3099,8,0.06723357737064362,16,Logistic regression,gradient,0.04194793949723244
3100,8,0.06723357737064362,32,Logistic regression,proximal point,0.016674812299013138
3101,8,0.06723357737064362,32,Logistic regression,gradient,0.02120693054795265
3102,8,0.09236708283424377,8,Logistic regression,proximal point,0.051761038215458396
3103,8,0.09236708283424377,8,Logistic regression,gradient,0.0797325907111168
3104,8,0.09236708283424377,16,Logistic regression,proximal point,0.02842762188911438
3105,8,0.09236708283424377,16,Logistic regression,gradient,0.04086428340673447
3106,8,0.09236708283424377,32,Logistic regression,proximal point,0.015616286733746529
3107,8,0.09236708283424377,32,Logistic regression,gradient,0.02080355136990547
3108,8,0.12689609825611115,8,Logistic regression,proximal point,0.04669192273616791
3109,8,0.12689609825611115,8,Logistic regression,gradient,0.07482165184915066
3110,8,0.12689609825611115,16,Logistic regression,proximal point,0.02585760079175234
3111,8,0.12689609825611115,16,Logistic regression,gradient,0.038921200954914095
3112,8,0.12689609825611115,32,Logistic regression,proximal point,0.014353808066248894
3113,8,0.12689609825611115,32,Logistic regression,gradient,0.02008192923665047
3114,8,0.1743328869342804,8,Logistic regression,proximal point,0.041959672793745996
3115,8,0.1743328869342804,8,Logistic regression,gradient,0.06750941377580166
3116,8,0.1743328869342804,16,Logistic regression,proximal point,0.023627597837150096
3117,8,0.1743328869342804,16,Logistic regression,gradient,0.03589149794578552
3118,8,0.1743328869342804,32,Logistic regression,proximal point,0.013075984996557235
3119,8,0.1743328869342804,32,Logistic regression,gradient,0.018884588104486465
3120,8,0.2395026683807373,8,Logistic regression,proximal point,0.038101805184781554
3121,8,0.2395026683807373,8,Logistic regression,gradient,0.058054624916613104
3122,8,0.2395026683807373,16,Logistic regression,proximal point,0.02126006630808115
3123,8,0.2395026683807373,16,Logistic regression,gradient,0.03166128998398781
3124,8,0.2395026683807373,32,Logistic regression,proximal point,0.012014689056575299
3125,8,0.2395026683807373,32,Logistic regression,gradient,0.017154909792542458
3126,8,0.3290344476699829,8,Logistic regression,proximal point,0.03437242894545198
3127,8,0.3290344476699829,8,Logistic regression,gradient,0.04829528006911278
3128,8,0.3290344476699829,16,Logistic regression,proximal point,0.01934558154195547
3129,8,0.3290344476699829,16,Logistic regression,gradient,0.02685895904004574
3130,8,0.3290344476699829,32,Logistic regression,proximal point,0.010928050683438778
3131,8,0.3290344476699829,32,Logistic regression,gradient,0.014877181726694107
3132,8,0.4520353674888611,8,Logistic regression,proximal point,0.03102846615947783
3133,8,0.4520353674888611,8,Logistic regression,gradient,0.03870884725898504
3134,8,0.4520353674888611,16,Logistic regression,proximal point,0.017286112137138845
3135,8,0.4520353674888611,16,Logistic regression,gradient,0.021844505734741688
3136,8,0.4520353674888611,32,Logistic regression,proximal point,0.00982248288244009
3137,8,0.4520353674888611,32,Logistic regression,gradient,0.012394168454408645
3138,8,0.6210169196128845,8,Logistic regression,proximal point,0.028166805698163808
3139,8,0.6210169196128845,8,Logistic regression,gradient,0.03097301933951676
3140,8,0.6210169196128845,16,Logistic regression,proximal point,0.015764292784035207
3141,8,0.6210169196128845,16,Logistic regression,gradient,0.01755812690630555
3142,8,0.6210169196128845,32,Logistic regression,proximal point,0.008910205447673798
3143,8,0.6210169196128845,32,Logistic regression,gradient,0.010004886616766453
3144,8,0.8531678318977356,8,Logistic regression,proximal point,0.02562341920332983
3145,8,0.8531678318977356,8,Logistic regression,gradient,0.02520518499407917
3146,8,0.8531678318977356,16,Logistic regression,proximal point,0.01425209007486701
3147,8,0.8531678318977356,16,Logistic regression,gradient,0.01393732216283679
3148,8,0.8531678318977356,32,Logistic regression,proximal point,0.007971094971895219
3149,8,0.8531678318977356,32,Logistic regression,gradient,0.008006168802082539
3150,8,1.1721023321151733,8,Logistic regression,proximal point,0.023479979397263376
3151,8,1.1721023321151733,8,Logistic regression,gradient,0.020132549157133327
3152,8,1.1721023321151733,16,Logistic regression,proximal point,0.013022593175247312
3153,8,1.1721023321151733,16,Logistic regression,gradient,0.010908863435313106
3154,8,1.1721023321151733,32,Logistic regression,proximal point,0.00722105887234211
3155,8,1.1721023321151733,32,Logistic regression,gradient,0.006381192258745432
3156,8,1.6102620363235474,8,Logistic regression,proximal point,0.02163656548531726
3157,8,1.6102620363235474,8,Logistic regression,gradient,0.01882502445411228
3158,8,1.6102620363235474,16,Logistic regression,proximal point,0.011860548273473978
3159,8,1.6102620363235474,16,Logistic regression,gradient,0.009130037447623909
3160,8,1.6102620363235474,32,Logistic regression,proximal point,0.006550868222862482
3161,8,1.6102620363235474,32,Logistic regression,gradient,0.005094854281097651
3162,8,2.212216377258301,8,Logistic regression,proximal point,0.020245104300591628
3163,8,2.212216377258301,8,Logistic regression,gradient,0.02054070903942852
3164,8,2.212216377258301,16,Logistic regression,proximal point,0.010993366769514979
3165,8,2.212216377258301,16,Logistic regression,gradient,0.007959097093087621
3166,8,2.212216377258301,32,Logistic regression,proximal point,0.006012585461139679
3167,8,2.212216377258301,32,Logistic regression,gradient,0.004366362200677395
3168,8,3.0391952991485596,8,Logistic regression,proximal point,0.01878701012262609
3169,8,3.0391952991485596,8,Logistic regression,gradient,0.029555384098770038
3170,8,3.0391952991485596,16,Logistic regression,proximal point,0.010114539743214846
3171,8,3.0391952991485596,16,Logistic regression,gradient,0.010907386545834015
3172,8,3.0391952991485596,32,Logistic regression,proximal point,0.005540231139585376
3173,8,3.0391952991485596,32,Logistic regression,gradient,0.004570522121619433
3174,8,4.175318717956543,8,Logistic regression,proximal point,0.017770336592860987
3175,8,4.175318717956543,8,Logistic regression,gradient,0.056881948616640615
3176,8,4.175318717956543,16,Logistic regression,proximal point,0.009448402002826333
3177,8,4.175318717956543,16,Logistic regression,gradient,0.016796649277764582
3178,8,4.175318717956543,32,Logistic regression,proximal point,0.005118537483364344
3179,8,4.175318717956543,32,Logistic regression,gradient,0.006280514376529027
3180,8,5.736152648925781,8,Logistic regression,proximal point,0.01727183536729426
3181,8,5.736152648925781,8,Logistic regression,gradient,0.09108130993346422
3182,8,5.736152648925781,16,Logistic regression,proximal point,0.00884071918730624
3183,8,5.736152648925781,16,Logistic regression,gradient,0.03560885447549272
3184,8,5.736152648925781,32,Logistic regression,proximal point,0.004819222170487046
3185,8,5.736152648925781,32,Logistic regression,gradient,0.011697094795888006
3186,8,7.880462646484375,8,Logistic regression,proximal point,0.016677563727216328
3187,8,7.880462646484375,8,Logistic regression,gradient,0.22858757613800557
3188,8,7.880462646484375,16,Logistic regression,proximal point,0.008637940108776093
3189,8,7.880462646484375,16,Logistic regression,gradient,0.06221050057011299
3190,8,7.880462646484375,32,Logistic regression,proximal point,0.004568912346661091
3191,8,7.880462646484375,32,Logistic regression,gradient,0.021745345444463823
3192,8,10.826367378234863,8,Logistic regression,proximal point,0.01637930530004669
