,experiment,dim,num_of_samples,type,prox_pt_time,sgd_time,sgd_batch_size
363,3,5000,500,L1-LogReg,0.7697691500000019,0.12365397400000688,1
364,3,5000,500,L2-LS,0.3008747569999741,0.013439774999994825,16
365,3,5000,500,L1-LS,0.454501936000014,0.011852086999994071,16
366,3,5000,500,L2-LogReg,1.0093338300000028,0.013971975000004022,16
367,3,5000,500,L1-LogReg,0.7508147880000138,0.011609579999998232,16
368,3,5000,500,L2-LS,0.30847555299999385,0.009479247000001578,32
369,3,5000,500,L1-LS,0.4641957290000107,0.007918996000000789,32
370,3,5000,500,L2-LogReg,0.9889954450000005,0.0077183840000145665,32
371,3,5000,500,L1-LogReg,0.7461927140000171,0.007733803000007811,32
372,3,5000,1500,L2-LS,0.9095987550000189,0.35653254099997866,1
373,3,5000,1500,L1-LS,2.056270810000001,0.35593359899999655,1
374,3,5000,1500,L2-LogReg,3.336575089000007,0.40467100699999037,1
375,3,5000,1500,L1-LogReg,2.3895511069999884,0.39256335400000353,1
376,3,5000,1500,L2-LS,0.8716125610000063,0.033184989999995196,16
377,3,5000,1500,L1-LS,2.045625278000017,0.036737197999997306,16
378,3,5000,1500,L2-LogReg,3.360149186000001,0.03902940199998284,16
379,3,5000,1500,L1-LogReg,2.3159422599999857,0.03505077399998413,16
380,3,5000,1500,L2-LS,0.8896855529999925,0.022480819000008978,32
381,3,5000,1500,L1-LS,2.136785164999992,0.02466108499999109,32
