algo,exp,eta_zero,loss
FTRL,5,0.2069138139486313,0.49517547264322637
Tight prox FTRL,5,0.2069138139486313,0.493242119227117
Prox FTRL,5,0.2069138139486313,0.4932850638221466
AdaHedge FTRL,5,0.2069138139486313,0.38240110629869645
Proximal Point,5,0.2069138139486313,0.43957451157368765
FTRL,5,0.29763513803482056,0.4720010420866311
Tight prox FTRL,5,0.29763513803482056,0.4680602966572143
Prox FTRL,5,0.29763513803482056,0.46811199345556453
AdaHedge FTRL,5,0.29763513803482056,0.3786349621105477
Proximal Point,5,0.29763513803482056,0.4192108963594828
FTRL,5,0.4281332492828369,0.4524603484049439
Tight prox FTRL,5,0.4281332492828369,0.44521162681286386
Prox FTRL,5,0.4281332492828369,0.44527110982100976
AdaHedge FTRL,5,0.4281332492828369,0.37575220173689877
Proximal Point,5,0.4281332492828369,0.40182239091821526
FTRL,5,0.615848183631897,0.4378669200874865
Tight prox FTRL,5,0.615848183631897,0.42500873393591587
Prox FTRL,5,0.615848183631897,0.42507452214858704
AdaHedge FTRL,5,0.615848183631897,0.3736052963689706
Proximal Point,5,0.615848183631897,0.38801062419008037
FTRL,5,0.8858667612075806,0.43062852895259857
Tight prox FTRL,5,0.8858667612075806,0.40784829436497866
Prox FTRL,5,0.8858667612075806,0.40791881734303437
AdaHedge FTRL,5,0.8858667612075806,0.3720572541158642
Proximal Point,5,0.8858667612075806,0.3782599176983312
FTRL,5,1.2742749452590942,0.4345406628847122
Tight prox FTRL,5,1.2742749452590942,0.39414327884804945
Prox FTRL,5,1.2742749452590942,0.39421627199184134
AdaHedge FTRL,5,1.2742749452590942,0.3709919074697442
Proximal Point,5,1.2742749452590942,0.3722750963651183
FTRL,5,1.832980751991272,0.4544916779287159
Tight prox FTRL,5,1.832980751991272,0.3840322691612732
Prox FTRL,5,1.832980751991272,0.38410469329842784
AdaHedge FTRL,5,1.832980751991272,0.370317647267521
Proximal Point,5,1.832980751991272,0.3690559834042254
FTRL,5,2.636650800704956,0.4959998748153448
Tight prox FTRL,5,2.636650800704956,0.37720655973593425
Prox FTRL,5,2.636650800704956,0.3772751804630801
AdaHedge FTRL,5,2.636650800704956,0.36996636214540973
Proximal Point,5,2.636650800704956,0.36752465650726157
FTRL,5,3.7926902770996094,0.5651163577772677
Tight prox FTRL,5,3.7926902770996094,0.3730258813410391
Prox FTRL,5,3.7926902770996094,0.37308776011858474
AdaHedge FTRL,5,3.7926902770996094,0.3698901495614554
Proximal Point,5,3.7926902770996094,0.36695420195056816
FTRL,5,5.455595016479492,0.6688426655866205
Tight prox FTRL,5,5.455595016479492,0.3707796634850993
Prox FTRL,5,5.455595016479492,0.37083244710156194
AdaHedge FTRL,5,5.455595016479492,0.3700590404638566
Proximal Point,5,5.455595016479492,0.3669706294326734
FTRL,5,7.847599506378174,0.8158884709477424
Tight prox FTRL,5,7.847599506378174,0.36988681158004705
Prox FTRL,5,7.847599506378174,0.3699283610458668
AdaHedge FTRL,5,7.847599506378174,0.37046030062006813
Proximal Point,5,7.847599506378174,0.36741914466800524
FTRL,5,11.288378715515137,1.017621205676347
Tight prox FTRL,5,11.288378715515137,0.36997567459985115
Prox FTRL,5,11.288378715515137,0.37000432482624296
AdaHedge FTRL,5,11.288378715515137,0.3710959876947537
Proximal Point,5,11.288378715515137,0.36828128729398263
FTRL,5,16.237768173217773,1.2891849326342344
Tight prox FTRL,5,16.237768173217773,0.370885582061304
Prox FTRL,5,16.237768173217773,0.3708999056023701
AdaHedge FTRL,5,16.237768173217773,0.3719793358735337
Proximal Point,5,16.237768173217773,0.3696412819040213
FTRL,5,23.357213973999023,1.6507341693416238
Tight prox FTRL,5,23.357213973999023,0.37262590560415515
Prox FTRL,5,23.357213973999023,0.3726241790354653
AdaHedge FTRL,5,23.357213973999023,0.3731333506009533
Proximal Point,5,23.357213973999023,0.37166055135592696
FTRL,5,33.598182678222656,2.1282711442261935
Tight prox FTRL,5,33.598182678222656,0.3753213124493846
Prox FTRL,5,33.598182678222656,0.3753016933466258
AdaHedge FTRL,5,33.598182678222656,0.3745963926908734
Proximal Point,5,33.598182678222656,0.374548269757866
FTRL,5,48.32930374145508,2.7612589813470843
Tight prox FTRL,5,48.32930374145508,0.3791738510621351
Prox FTRL,5,48.32930374145508,0.3791341188625116
AdaHedge FTRL,5,48.32930374145508,0.37642207356357704
Proximal Point,5,48.32930374145508,0.37854771314380087
FTRL,5,69.51927947998047,3.6161750850975514
Tight prox FTRL,5,69.51927947998047,0.38444168970306664
Prox FTRL,5,69.51927947998047,0.38438015869958664
AdaHedge FTRL,5,69.51927947998047,0.37866421199105843
Proximal Point,5,69.51927947998047,0.3839342270706072
FTRL,5,100.0,4.801572085380554
Tight prox FTRL,5,100.0,0.3914096214175602
Prox FTRL,5,100.0,0.3913258277794791
AdaHedge FTRL,5,100.0,0.38135076915550725
Proximal Point,5,100.0,0.3909998551972782
FTRL,6,0.10000000149011612,0.5470208254605532
Tight prox FTRL,6,0.10000000149011612,0.5469213128625833
Prox FTRL,6,0.10000000149011612,0.546951751982718
AdaHedge FTRL,6,0.10000000149011612,0.3935665339110712
Proximal Point,6,0.10000000149011612,0.48352487115292814
FTRL,6,0.14384499192237854,0.5195719472430647
Tight prox FTRL,6,0.14384499192237854,0.5188850743451314
Prox FTRL,6,0.14384499192237854,0.5189270731360367
AdaHedge FTRL,6,0.14384499192237854,0.38756981325514167
Proximal Point,6,0.14384499192237854,0.45803419134110124
FTRL,6,0.2069138139486313,0.4936522949151695
Tight prox FTRL,6,0.2069138139486313,0.4917991606785921
Prox FTRL,6,0.2069138139486313,0.4918537017249156
AdaHedge FTRL,6,0.2069138139486313,0.3827640718537342
Proximal Point,6,0.2069138139486313,0.4356916366614165
FTRL,6,0.29763513803482056,0.47053233220800755
Tight prox FTRL,6,0.29763513803482056,0.46665098508247205
Prox FTRL,6,0.29763513803482056,0.4667175221689917
AdaHedge FTRL,6,0.29763513803482056,0.3790130544580621
Proximal Point,6,0.29763513803482056,0.41626041921923557
FTRL,6,0.4281332492828369,0.4511899196766317
Tight prox FTRL,6,0.4281332492828369,0.44393367258938754
Prox FTRL,6,0.4281332492828369,0.44401183439139597
AdaHedge FTRL,6,0.4281332492828369,0.3761606279792771
Proximal Point,6,0.4281332492828369,0.3997750691333125
FTRL,6,0.615848183631897,0.4369416451342404
Tight prox FTRL,6,0.615848183631897,0.42394824809664056
Prox FTRL,6,0.615848183631897,0.42403655822256986
AdaHedge FTRL,6,0.615848183631897,0.3740502537654067
Proximal Point,6,0.615848183631897,0.38675100264911016
FTRL,6,0.8858667612075806,0.43016207160428166
Tight prox FTRL,6,0.8858667612075806,0.40705702972724417
Prox FTRL,6,0.8858667612075806,0.4071537681951352
AdaHedge FTRL,6,0.8858667612075806,0.3725404794373602
Proximal Point,6,0.8858667612075806,0.3776013315018146
FTRL,6,1.2742749452590942,0.43459540959820153
Tight prox FTRL,6,1.2742749452590942,0.39362522652170195
Prox FTRL,6,1.2742749452590942,0.39372783859862526
AdaHedge FTRL,6,1.2742749452590942,0.3715125667525436
Proximal Point,6,1.2742749452590942,0.37201330906785124
FTRL,6,1.832980751991272,0.45511686296761034
Tight prox FTRL,6,1.832980751991272,0.3837507036725042
Prox FTRL,6,1.832980751991272,0.3838554332538857
AdaHedge FTRL,6,1.832980751991272,0.37087350969290395
Proximal Point,6,1.832980751991272,0.36902038454517716
FTRL,6,2.636650800704956,0.49731206142529844
Tight prox FTRL,6,2.636650800704956,0.3771058170470145
Prox FTRL,6,2.636650800704956,0.3772091047268848
AdaHedge FTRL,6,2.636650800704956,0.37055419207961116
Proximal Point,6,2.636650800704956,0.36760530111384015
FTRL,6,3.7926902770996094,0.5673722823746502
Tight prox FTRL,6,3.7926902770996094,0.3730527905807943
Prox FTRL,6,3.7926902770996094,0.3731513182296672
AdaHedge FTRL,6,3.7926902770996094,0.3705058440546183
Proximal Point,6,3.7926902770996094,0.3671039850876097
FTRL,6,5.455595016479492,0.6724782959036529
Tight prox FTRL,6,5.455595016479492,0.37089440557777587
Prox FTRL,6,5.455595016479492,0.3709855574908279
AdaHedge FTRL,6,5.455595016479492,0.37069705432819466
Proximal Point,6,5.455595016479492,0.3671795993196639
FTRL,6,7.847599506378174,0.8215571672432125
Tight prox FTRL,6,7.847599506378174,0.3700626531401139
Prox FTRL,6,7.847599506378174,0.37014481154651274
AdaHedge FTRL,6,7.847599506378174,0.37111051584263566
Proximal Point,6,7.847599506378174,0.3676846895827509
FTRL,6,11.288378715515137,1.0262438508681953
Tight prox FTRL,6,11.288378715515137,0.37018814375245945
Prox FTRL,6,11.288378715515137,0.3702605073043107
AdaHedge FTRL,6,11.288378715515137,0.3717434854932284
Proximal Point,6,11.288378715515137,0.36858736202511994
FTRL,6,16.237768173217773,1.3021648168861866
Tight prox FTRL,6,16.237768173217773,0.37109984133579077
Prox FTRL,6,16.237768173217773,0.3711628730614643
AdaHedge FTRL,6,16.237768173217773,0.3726092555853486
Proximal Point,6,16.237768173217773,0.3699490788677518
FTRL,6,23.357213973999023,1.6709145974218846
Tight prox FTRL,6,23.357213973999023,0.37280343791266957
Prox FTRL,6,23.357213973999023,0.3728582761479108
AdaHedge FTRL,6,23.357213973999023,0.37373420163301824
Proximal Point,6,23.357213973999023,0.3719221386536555
FTRL,6,33.598182678222656,2.1633076776713134
Tight prox FTRL,6,33.598182678222656,0.37544720177976343
Prox FTRL,6,33.598182678222656,0.37549517936752985
AdaHedge FTRL,6,33.598182678222656,0.3751559498693024
Proximal Point,6,33.598182678222656,0.3747407319675529
FTRL,6,48.32930374145508,2.8268925320804117
Tight prox FTRL,6,48.32930374145508,0.3792709062999789
Prox FTRL,6,48.32930374145508,0.3793135089753194
AdaHedge FTRL,6,48.32930374145508,0.3769316165555019
Proximal Point,6,48.32930374145508,0.37869287308636124
FTRL,6,69.51927947998047,3.7414091801941396
Tight prox FTRL,6,69.51927947998047,0.3845575479564725
Prox FTRL,6,69.51927947998047,0.38459593909712636
AdaHedge FTRL,6,69.51927947998047,0.3791382782900976
Proximal Point,6,69.51927947998047,0.38408517871398107
FTRL,6,100.0,5.061059752166271
Tight prox FTRL,6,100.0,0.3915936924627761
Prox FTRL,6,100.0,0.39162820281177074
AdaHedge FTRL,6,100.0,0.38184600697013243
Proximal Point,6,100.0,0.3912143162175301
FTRL,7,0.10000000149011612,0.548449090398848
Tight prox FTRL,7,0.10000000149011612,0.5482844811609062
Prox FTRL,7,0.10000000149011612,0.5483086403530552
AdaHedge FTRL,7,0.10000000149011612,0.39502150264153496
Proximal Point,7,0.10000000149011612,0.4874259703027359
FTRL,7,0.14384499192237854,0.5211870228797197
Tight prox FTRL,7,0.14384499192237854,0.5204063081475352
Prox FTRL,7,0.14384499192237854,0.5204400099347823
AdaHedge FTRL,7,0.14384499192237854,0.3892554625078844
Proximal Point,7,0.14384499192237854,0.4609799744737137
FTRL,7,0.2069138139486313,0.49545975058153274
Tight prox FTRL,7,0.2069138139486313,0.49347962723768357
Prox FTRL,7,0.2069138139486313,0.49352306878190677
AdaHedge FTRL,7,0.2069138139486313,0.3846457455280784
Proximal Point,7,0.2069138139486313,0.4377397776099586
FTRL,7,0.29763513803482056,0.47255046175420284
Tight prox FTRL,7,0.29763513803482056,0.4685133494752638
Prox FTRL,7,0.29763513803482056,0.4685667503145244
AdaHedge FTRL,7,0.29763513803482056,0.3810451181120613
Proximal Point,7,0.29763513803482056,0.41770924838653833
FTRL,7,0.4281332492828369,0.45342179826647044
Tight prox FTRL,7,0.4281332492828369,0.4460093359665374
Prox FTRL,7,0.4281332492828369,0.4460719260086093
AdaHedge FTRL,7,0.4281332492828369,0.3782965982944925
Proximal Point,7,0.4281332492828369,0.4010123407225559
FTRL,7,0.615848183631897,0.43932829424366354
Tight prox FTRL,7,0.615848183631897,0.4262505219309446
Prox FTRL,7,0.615848183631897,0.42632116414964727
AdaHedge FTRL,7,0.615848183631897,0.37625065418638803
Proximal Point,7,0.615848183631897,0.3881055736591471
FTRL,7,0.8858667612075806,0.4325523527264595
Tight prox FTRL,7,0.8858667612075806,0.40956104242082253
Prox FTRL,7,0.8858667612075806,0.4096387175755164
AdaHedge FTRL,7,0.8858667612075806,0.3747755500911478
Proximal Point,7,0.8858667612075806,0.3792552658032178
FTRL,7,1.2742749452590942,0.43676598960906265
Tight prox FTRL,7,1.2742749452590942,0.39627239779104645
Prox FTRL,7,1.2742749452590942,0.39635456196238017
AdaHedge FTRL,7,1.2742749452590942,0.3737623023646975
Proximal Point,7,1.2742749452590942,0.37399236701041416
FTRL,7,1.832980751991272,0.45683994979038833
Tight prox FTRL,7,1.832980751991272,0.3864701180946614
Prox FTRL,7,1.832980751991272,0.3865535965260966
AdaHedge FTRL,7,1.832980751991272,0.3731251854726789
Proximal Point,7,1.832980751991272,0.3712557458747667
FTRL,7,2.636650800704956,0.4984358627572656
Tight prox FTRL,7,2.636650800704956,0.37983411192281274
Prox FTRL,7,2.636650800704956,0.37991558418717813
AdaHedge FTRL,7,2.636650800704956,0.37279905315669226
Proximal Point,7,2.636650800704956,0.37000156538307144
FTRL,7,3.7926902770996094,0.5678766951411962
Tight prox FTRL,7,3.7926902770996094,0.37574311168998376
Prox FTRL,7,3.7926902770996094,0.3758191722761741
AdaHedge FTRL,7,3.7926902770996094,0.37273635352236406
Proximal Point,7,3.7926902770996094,0.3695703998445178
FTRL,7,5.455595016479492,0.6724883276969195
Tight prox FTRL,7,5.455595016479492,0.37351592685688656
Prox FTRL,7,5.455595016479492,0.3735835797126444
AdaHedge FTRL,7,5.455595016479492,0.37290362715960174
Proximal Point,7,5.455595016479492,0.3696456764449668
FTRL,7,7.847599506378174,0.8212990463413298
Tight prox FTRL,7,7.847599506378174,0.3725916835012451
Prox FTRL,7,7.847599506378174,0.3726485776221463
AdaHedge FTRL,7,7.847599506378174,0.3732827010655918
Proximal Point,7,7.847599506378174,0.3701011049187235
FTRL,7,11.288378715515137,1.0259533439539372
Tight prox FTRL,7,11.288378715515137,0.3725932961608952
Prox FTRL,7,11.288378715515137,0.3726380151118907
AdaHedge FTRL,7,11.288378715515137,0.3738703890203339
Proximal Point,7,11.288378715515137,0.37090899978764047
FTRL,7,16.237768173217773,1.301844679646194
Tight prox FTRL,7,16.237768173217773,0.3733296646532897
Prox FTRL,7,16.237768173217773,0.3733614293753138
AdaHedge FTRL,7,16.237768173217773,0.3746806724648413
Proximal Point,7,16.237768173217773,0.3721164038604198
FTRL,7,23.357213973999023,1.6697912575230003
Tight prox FTRL,7,23.357213973999023,0.3747826455151647
Prox FTRL,7,23.357213973999023,0.3748015908902271
AdaHedge FTRL,7,23.357213973999023,0.37574048319097886
Proximal Point,7,23.357213973999023,0.37385362289620444
FTRL,7,33.598182678222656,2.158830803051591
Tight prox FTRL,7,33.598182678222656,0.37708097754832154
Prox FTRL,7,33.598182678222656,0.3770872304589512
AdaHedge FTRL,7,33.598182678222656,0.3770894515031961
Proximal Point,7,33.598182678222656,0.3763374388702593
FTRL,7,48.32930374145508,2.8104576536566017
Tight prox FTRL,7,48.32930374145508,0.38046221158165955
Prox FTRL,7,48.32930374145508,0.38045598902004857
AdaHedge FTRL,7,48.32930374145508,0.3787741919176216
Proximal Point,7,48.32930374145508,0.3798545227851814
FTRL,7,69.51927947998047,3.686682365298271
Tight prox FTRL,7,69.51927947998047,0.38523544825112127
Prox FTRL,7,69.51927947998047,0.38521720951890626
AdaHedge FTRL,7,69.51927947998047,0.3808341748595291
Proximal Point,7,69.51927947998047,0.38473820610183945
FTRL,7,100.0,4.8887390563488005
Tight prox FTRL,7,100.0,0.3917376183978395
Prox FTRL,7,100.0,0.39170808560710657
AdaHedge FTRL,7,100.0,0.3833296817387916
Proximal Point,7,100.0,0.3913358521217843
FTRL,8,0.10000000149011612,0.5522837249189615
Tight prox FTRL,8,0.10000000149011612,0.5520630703829594
Prox FTRL,8,0.10000000149011612,0.5520891029503608
AdaHedge FTRL,8,0.10000000149011612,0.39809032618319423
Proximal Point,8,0.10000000149011612,0.4913497328502217
FTRL,8,0.14384499192237854,0.5256315415725112
Tight prox FTRL,8,0.14384499192237854,0.5247773961502775
Prox FTRL,8,0.14384499192237854,0.52481378328635
AdaHedge FTRL,8,0.14384499192237854,0.39225065094752176
Proximal Point,8,0.14384499192237854,0.4659229754636325
FTRL,8,0.2069138139486313,0.5003038660474122
Tight prox FTRL,8,0.2069138139486313,0.49824637357786167
Prox FTRL,8,0.2069138139486313,0.498293611940463
AdaHedge FTRL,8,0.2069138139486313,0.3875616183915849
Proximal Point,8,0.2069138139486313,0.4433091160488791
FTRL,8,0.29763513803482056,0.4774918264821172
Tight prox FTRL,8,0.29763513803482056,0.47340278624151405
Prox FTRL,8,0.29763513803482056,0.4734607536510919
AdaHedge FTRL,8,0.29763513803482056,0.3838696463672973
Proximal Point,8,0.29763513803482056,0.42336826911922965
FTRL,8,0.4281332492828369,0.45814070285856723
Tight prox FTRL,8,0.4281332492828369,0.4507401679992088
Prox FTRL,8,0.4281332492828369,0.4508081739134479
AdaHedge FTRL,8,0.4281332492828369,0.38102784311261395
Proximal Point,8,0.4281332492828369,0.40628090383452176
FTRL,8,0.615848183631897,0.44358743412047624
Tight prox FTRL,8,0.615848183631897,0.4306085295083826
Prox FTRL,8,0.615848183631897,0.4306852386807913
AdaHedge FTRL,8,0.615848183631897,0.3788870267667137
Proximal Point,8,0.615848183631897,0.39271279205451065
FTRL,8,0.8858667612075806,0.4362774625234306
Tight prox FTRL,8,0.8858667612075806,0.41344478036563365
Prox FTRL,8,0.8858667612075806,0.41352843321637367
AdaHedge FTRL,8,0.8858667612075806,0.3773388779584813
Proximal Point,8,0.8858667612075806,0.3831630771515999
FTRL,8,1.2742749452590942,0.44007201290875675
Tight prox FTRL,8,1.2742749452590942,0.39968997117713184
Prox FTRL,8,1.2742749452590942,0.399778286963118
AdaHedge FTRL,8,1.2742749452590942,0.37627601038991626
Proximal Point,8,1.2742749452590942,0.37732936781647186
FTRL,8,1.832980751991272,0.46000563398748634
Tight prox FTRL,8,1.832980751991272,0.3894998469541606
Prox FTRL,8,1.832980751991272,0.3895899081666814
AdaHedge FTRL,8,1.832980751991272,0.37560776718779065
Proximal Point,8,1.832980751991272,0.3742109980341722
FTRL,8,2.636650800704956,0.5018601189609617
Tight prox FTRL,8,2.636650800704956,0.38257463962963423
Prox FTRL,8,2.636650800704956,0.38266377905422017
AdaHedge FTRL,8,2.636650800704956,0.3752607964065928
Proximal Point,8,2.636650800704956,0.3727234398856016
FTRL,8,3.7926902770996094,0.5720342241674662
Tight prox FTRL,8,3.7926902770996094,0.3782739333973166
Prox FTRL,8,3.7926902770996094,0.3783595986809906
AdaHedge FTRL,8,3.7926902770996094,0.3751812858117337
Proximal Point,8,3.7926902770996094,0.3721310650218291
FTRL,8,5.455595016479492,0.6778811555542051
Tight prox FTRL,8,5.455595016479492,0.3758838454290993
Prox FTRL,8,5.455595016479492,0.3759641891525786
AdaHedge FTRL,8,5.455595016479492,0.37533738105022224
Proximal Point,8,5.455595016479492,0.37206442406622536
FTRL,8,7.847599506378174,0.8283975266069173
Tight prox FTRL,8,7.847599506378174,0.3748236982400885
Prox FTRL,8,7.847599506378174,0.37489749278604845
AdaHedge FTRL,8,7.847599506378174,0.37571170094783246
Proximal Point,8,7.847599506378174,0.3723834238608502
FTRL,8,11.288378715515137,1.0351220884248615
Tight prox FTRL,8,11.288378715515137,0.37471978682956314
Prox FTRL,8,11.288378715515137,0.374786826680013
AdaHedge FTRL,8,11.288378715515137,0.3762996455866458
Proximal Point,8,11.288378715515137,0.37307643832773507
FTRL,8,16.237768173217773,1.313170371953398
Tight prox FTRL,8,16.237768173217773,0.37539022725267146
Prox FTRL,8,16.237768173217773,0.3754512318096443
AdaHedge FTRL,8,16.237768173217773,0.37711118589896414
Proximal Point,8,16.237768173217773,0.37420826662314177
FTRL,8,23.357213973999023,1.6823371007144452
Tight prox FTRL,8,23.357213973999023,0.37680739347394376
Prox FTRL,8,23.357213973999023,0.37686376508789005
AdaHedge FTRL,8,23.357213973999023,0.37817840510619044
Proximal Point,8,23.357213973999023,0.37590271373049416
FTRL,8,33.598182678222656,2.169517298389226
Tight prox FTRL,8,33.598182678222656,0.37907107352189995
Prox FTRL,8,33.598182678222656,0.37912404402846916
AdaHedge FTRL,8,33.598182678222656,0.3795424154709884
Proximal Point,8,33.598182678222656,0.37834652843861827
FTRL,8,48.32930374145508,2.8136851407960055
Tight prox FTRL,8,48.32930374145508,0.382387662037746
Prox FTRL,8,48.32930374145508,0.38243907879221933
AdaHedge FTRL,8,48.32930374145508,0.38124932212034507
Proximal Point,8,48.32930374145508,0.38179386862705994
FTRL,8,69.51927947998047,3.675640104226768
Tight prox FTRL,8,69.51927947998047,0.3870385581883841
Prox FTRL,8,69.51927947998047,0.3870891332194626
AdaHedge FTRL,8,69.51927947998047,0.38335607217902645
Proximal Point,8,69.51927947998047,0.3865504633338076
FTRL,8,100.0,4.862617287255824
Tight prox FTRL,8,100.0,0.39333137232971316
Prox FTRL,8,100.0,0.3933820890783688
AdaHedge FTRL,8,100.0,0.385934845007703
Proximal Point,8,100.0,0.39293610918871535
FTRL,9,0.10000000149011612,0.5517186215519905
Tight prox FTRL,9,0.10000000149011612,0.5515249308652943
Prox FTRL,9,0.10000000149011612,0.5515505664493661
AdaHedge FTRL,9,0.10000000149011612,0.39755488140317835
Proximal Point,9,0.10000000149011612,0.4920762269971845
FTRL,9,0.14384499192237854,0.5248096547424793
Tight prox FTRL,9,0.14384499192237854,0.5240033012658931
Prox FTRL,9,0.14384499192237854,0.5240385531253483
AdaHedge FTRL,9,0.14384499192237854,0.3914051836228048
Proximal Point,9,0.14384499192237854,0.46597603652640224
FTRL,9,0.2069138139486313,0.4992181079573929
Tight prox FTRL,9,0.2069138139486313,0.4972297971169089
Prox FTRL,9,0.2069138139486313,0.497275372521398
AdaHedge FTRL,9,0.2069138139486313,0.3864418499422344
Proximal Point,9,0.2069138139486313,0.4426262399967383
FTRL,9,0.29763513803482056,0.47617301170155407
Tight prox FTRL,9,0.29763513803482056,0.4721625287289278
Prox FTRL,9,0.29763513803482056,0.47221798186995545
AdaHedge FTRL,9,0.29763513803482056,0.38254202561565837
Proximal Point,9,0.29763513803482056,0.42201138967318036
FTRL,9,0.4281332492828369,0.4566600498892367
Tight prox FTRL,9,0.4281332492828369,0.44930930504500144
Prox FTRL,9,0.4281332492828369,0.4493736421293519
AdaHedge FTRL,9,0.4281332492828369,0.3795587406964015
Proximal Point,9,0.4281332492828369,0.40442145749597164
FTRL,9,0.615848183631897,0.4420675117708743
Tight prox FTRL,9,0.615848183631897,0.42902761411980345
Prox FTRL,9,0.615848183631897,0.4291000153461261
AdaHedge FTRL,9,0.615848183631897,0.377340939351048
Proximal Point,9,0.615848183631897,0.39058600671259186
FTRL,9,0.8858667612075806,0.4349016127102077
Tight prox FTRL,9,0.8858667612075806,0.4117634198280346
Prox FTRL,9,0.8858667612075806,0.4118427329830398
AdaHedge FTRL,9,0.8858667612075806,0.37574772315720295
Proximal Point,9,0.8858667612075806,0.3809907038792794
FTRL,9,1.2742749452590942,0.4390508524104953
Tight prox FTRL,9,1.2742749452590942,0.3979608351807029
Prox FTRL,9,1.2742749452590942,0.39804476548718454
AdaHedge FTRL,9,1.2742749452590942,0.37465869871986646
Proximal Point,9,1.2742749452590942,0.3752372785449331
FTRL,9,1.832980751991272,0.45947094010189177
Tight prox FTRL,9,1.832980751991272,0.3877645911973786
Prox FTRL,9,1.832980751991272,0.38785029236483587
AdaHedge FTRL,9,1.832980751991272,0.37397945190694626
Proximal Point,9,1.832980751991272,0.37221609979229403
FTRL,9,2.636650800704956,0.5017191753163934
Tight prox FTRL,9,2.636650800704956,0.3808602385347545
Prox FTRL,9,2.636650800704956,0.3809451468340338
AdaHedge FTRL,9,2.636650800704956,0.3736403153259518
Proximal Point,9,2.636650800704956,0.3708030484354806
FTRL,9,3.7926902770996094,0.5718655358701944
Tight prox FTRL,9,3.7926902770996094,0.37660471400023976
Prox FTRL,9,3.7926902770996094,0.37668595690082385
AdaHedge FTRL,9,3.7926902770996094,0.37359267158394593
Proximal Point,9,3.7926902770996094,0.37028501822834214
FTRL,9,5.455595016479492,0.676916472312063
Tight prox FTRL,9,5.455595016479492,0.3742959712442633
Prox FTRL,9,5.455595016479492,0.37437178647735614
AdaHedge FTRL,9,5.455595016479492,0.3738054584170233
Proximal Point,9,5.455595016479492,0.370323066823799
FTRL,9,7.847599506378174,0.8255903959497809
Tight prox FTRL,9,7.847599506378174,0.3733685407960179
Prox FTRL,9,7.847599506378174,0.3734372701920397
AdaHedge FTRL,9,7.847599506378174,0.3742624847727991
Proximal Point,9,7.847599506378174,0.3707940530238509
FTRL,9,11.288378715515137,1.0292782225646078
Tight prox FTRL,9,11.288378715515137,0.37345532534331016
Prox FTRL,9,11.288378715515137,0.3735161575408924
AdaHedge FTRL,9,11.288378715515137,0.37496067353310886
Proximal Point,9,11.288378715515137,0.37169042551180587
FTRL,9,16.237768173217773,1.3032583723329008
Tight prox FTRL,9,16.237768173217773,0.37437723640638115
Prox FTRL,9,16.237768173217773,0.37442991891794064
AdaHedge FTRL,9,16.237768173217773,0.3759105213738188
Proximal Point,9,16.237768173217773,0.3730802450827583
FTRL,9,23.357213973999023,1.6685729763358832
Tight prox FTRL,9,23.357213973999023,0.3761178243415309
Prox FTRL,9,23.357213973999023,0.3761626041556576
AdaHedge FTRL,9,23.357213973999023,0.3771376289091588
Proximal Point,9,23.357213973999023,0.375102321953356
FTRL,9,33.598182678222656,2.154731024131179
Tight prox FTRL,9,33.598182678222656,0.37879552410021217
Prox FTRL,9,33.598182678222656,0.37883275105031083
AdaHedge FTRL,9,33.598182678222656,0.3786817549529256
Proximal Point,9,33.598182678222656,0.37796765888134015
FTRL,9,48.32930374145508,2.8046584255322813
Tight prox FTRL,9,48.32930374145508,0.3826290808087852
Prox FTRL,9,48.32930374145508,0.38265869819826287
AdaHedge FTRL,9,48.32930374145508,0.3805939697315078
Proximal Point,9,48.32930374145508,0.38194549540853945
FTRL,9,69.51927947998047,3.6863360557705165
Tight prox FTRL,9,69.51927947998047,0.38789782473224177
Prox FTRL,9,69.51927947998047,0.38791959063860715
AdaHedge FTRL,9,69.51927947998047,0.3829231804945209
Proximal Point,9,69.51927947998047,0.3873383238272191
FTRL,9,100.0,4.910498386025429
Tight prox FTRL,9,100.0,0.3949069604236761
Prox FTRL,9,100.0,0.3949207583455503
AdaHedge FTRL,9,100.0,0.385717364129468
Proximal Point,9,100.0,0.39445918269608127
