algo,exp,eta_zero,loss
AdaHedge FTRL,3,0.7847599983215332,0.3663339400661293
Proximal Point,3,0.7847599983215332,0.2917734560752721
FTRL,3,1.2742749452590942,0.44507931100577114
Tight prox FTRL,3,1.2742749452590942,0.321927683231212
Prox FTRL,3,1.2742749452590942,0.3220459986074106
AdaHedge FTRL,3,1.2742749452590942,0.35071580254650814
Proximal Point,3,1.2742749452590942,0.29242604254314136
FTRL,3,2.0691380500793457,0.6857628100067377
Tight prox FTRL,3,2.0691380500793457,0.32273724438098916
Prox FTRL,3,2.0691380500793457,0.3228458039455099
AdaHedge FTRL,3,2.0691380500793457,0.33865812810725976
Proximal Point,3,2.0691380500793457,0.298697717935025
FTRL,3,3.35981822013855,1.322716217175126
Tight prox FTRL,3,3.35981822013855,0.3305039093035952
Prox FTRL,3,3.35981822013855,0.3306029729768491
AdaHedge FTRL,3,3.35981822013855,0.3302456199121209
Proximal Point,3,3.35981822013855,0.3108202610974214
FTRL,3,5.455595016479492,2.9780670323371887
Tight prox FTRL,3,5.455595016479492,0.34536243657763976
Prox FTRL,3,5.455595016479492,0.34545219909434227
AdaHedge FTRL,3,5.455595016479492,0.3254840744469777
Proximal Point,3,5.455595016479492,0.32948248636743105
FTRL,3,8.858668327331543,
Tight prox FTRL,3,8.858668327331543,0.36784072025239095
Prox FTRL,3,8.858668327331543,0.3679193553390024
AdaHedge FTRL,3,8.858668327331543,0.32434351183947785
Proximal Point,3,8.858668327331543,0.3555217974208597
FTRL,3,14.384498596191406,
Tight prox FTRL,3,14.384498596191406,0.39837862546293384
Prox FTRL,3,14.384498596191406,0.39844244828316305
AdaHedge FTRL,3,14.384498596191406,0.3268032442463006
Proximal Point,3,14.384498596191406,0.3894396357010255
FTRL,3,23.357213973999023,
Tight prox FTRL,3,23.357213973999023,0.43655045106613494
Prox FTRL,3,23.357213973999023,0.43659801732268605
AdaHedge FTRL,3,23.357213973999023,0.3328859759714723
Proximal Point,3,23.357213973999023,0.430584358295402
FTRL,3,37.926902770996094,
Tight prox FTRL,3,37.926902770996094,0.4803647703631086
Prox FTRL,3,37.926902770996094,0.4803964224066761
AdaHedge FTRL,3,37.926902770996094,0.34268046323282525
Proximal Point,3,37.926902770996094,0.476703191189155
FTRL,3,61.58481979370117,
Tight prox FTRL,3,61.58481979370117,0.5261917301623183
Prox FTRL,3,61.58481979370117,0.5262084717096456
AdaHedge FTRL,3,61.58481979370117,0.3563316068082241
Proximal Point,3,61.58481979370117,0.5241139750587901
FTRL,3,100.0,
Tight prox FTRL,3,100.0,0.5696910905914211
Prox FTRL,3,100.0,0.569695789729757
AdaHedge FTRL,3,100.0,0.37399749395870935
Proximal Point,3,100.0,0.5686010724960705
FTRL,4,0.009999999776482582,0.6358708412200212
Tight prox FTRL,4,0.009999999776482582,0.6369676793928776
Prox FTRL,4,0.009999999776482582,0.6369790399229923
AdaHedge FTRL,4,0.009999999776482582,0.5881416652269118
Proximal Point,4,0.009999999776482582,0.596976661153701
FTRL,4,0.016237767413258553,0.6074347043931484
Tight prox FTRL,4,0.016237767413258553,0.6098025328924478
Prox FTRL,4,0.016237767413258553,0.6098241607631956
AdaHedge FTRL,4,0.016237767413258553,0.5669714454950177
Proximal Point,4,0.016237767413258553,0.5573272878168963
FTRL,4,0.02636650949716568,0.5698889686018228
Tight prox FTRL,4,0.02636650949716568,0.5745497127434327
Prox FTRL,4,0.02636650949716568,0.5745865376399545
AdaHedge FTRL,4,0.02636650949716568,0.5435119986094658
Proximal Point,4,0.02636650949716568,0.5109889017258755
FTRL,4,0.04281332343816757,0.5245944013930857
Tight prox FTRL,4,0.04281332343816757,0.5327623027832912
Prox FTRL,4,0.04281332343816757,0.532818429025366
AdaHedge FTRL,4,0.04281332343816757,0.5182813766542713
Proximal Point,4,0.04281332343816757,0.4620174542902363
FTRL,4,0.0695192813873291,0.47534453918691727
Tight prox FTRL,4,0.0695192813873291,0.48792775510366493
Prox FTRL,4,0.0695192813873291,0.48800400762874535
AdaHedge FTRL,4,0.0695192813873291,0.4920117899223435
Proximal Point,4,0.0695192813873291,0.41521520140784496
FTRL,4,0.1128837913274765,0.42735268049826847
Tight prox FTRL,4,0.1128837913274765,0.44432098030433637
Prox FTRL,4,0.1128837913274765,0.44441488874932633
AdaHedge FTRL,4,0.1128837913274765,0.4655776360747944
Proximal Point,4,0.1128837913274765,0.3746454521831715
FTRL,4,0.18329806625843048,0.38592245798092334
Tight prox FTRL,4,0.18329806625843048,0.4056303344512833
Prox FTRL,4,0.18329806625843048,0.40573650126462196
AdaHedge FTRL,4,0.18329806625843048,0.439891580824458
Proximal Point,4,0.18329806625843048,0.34280058792617696
